10 3 2 1;19 7 4 1;21 14 9 3;4;10;20;11;1;0
10 4 2 0;16 12 2 1;21 14 9 3;9;31;74;20;7;5
11 4 1 0;14 11 6 0;21 14 9 3;18;78;208;27;27;14
12 3 1 0;13 12 5 1;21 14 9 3;9;32;78;19;8;5
8 5 4 0;16 9 3 2;21 14 9 3;6;18;40;15;3;2
9 5 2 1;19 8 2 1;21 14 9 3;4;10;20;11;1;0
9 6 2 0;13 9 7 1;21 14 9 3;7;22;50;17;4;3
10 4 3 0;19 6 4 1;21 14 9 3;4;10;20;11;1;0
11 5 1 0;14 9 7 0;21 14 9 3;17;70;182;29;22;13
12 3 2 0;16 10 3 1;21 14 9 3;12;45;112;24;12;8
14 2 1 0;19 8 2 1;21 14 9 3;4;10;20;11;1;0
8 6 4 0;14 9 5 1;21 14 9 3;7;22;50;17;4;3
9 4 3 2;13 10 6 0;21 14 9 3;4;10;20;11;1;0
9 7 2 0;18 8 3 0;21 14 9 3;19;85;231;28;32;15
10 5 3 0;14 9 6 0;21 14 9 3;19;80;210;31;26;15
11 4 3 0;14 8 7 0;21 14 9 3;8;27;64;18;6;4
12 4 2 0;15 11 3 0;21 14 9 3;21;95;259;30;36;17
12 5 1 0;17 11 1 0;21 14 9 3;13;50;126;25;14;9
13 3 2 0;14 7 6 2;21 14 9 3;5;14;30;13;2;1
10 5 3 1;12 9 7 0;21 14 9 3;4;10;20;11;1;0
10 5 3 1;16 11 1 0;21 14 9 3;9;31;74;20;7;5
10 5 4 0;14 10 4 0;21 14 9 3;16;64;164;29;19;12
10 5 4 0;15 9 4 0;21 14 9 3;20;84;220;33;27;16
11 5 2 1;18 7 3 0;21 14 9 3;12;46;116;23;13;8
10 6 3 1;18 8 1 0;21 14 9 3;9;31;74;20;7;5
11 5 3 1;13 7 6 1;21 14 9 3;4;10;20;11;1;0
12 4 3 1;12 11 4 0;21 14 9 3;8;27;64;18;6;4
13 5 2 0;19 5 2 1;21 14 9 3;6;18;40;15;3;2
14 5 1 0;17 6 4 0;21 14 9 3;12;45;112;24;12;8
15 3 2 0;14 7 4 2;21 14 9 3;5;14;30;13;2;1
9 7 4 1;16 7 2 1;21 14 9 3;7;22;50;17;4;3
9 8 4 0;18 7 1 0;21 14 9 3;7;22;50;17;4;3
11 6 4 0;14 6 4 2;21 14 9 3;7;22;50;17;4;3
11 6 4 0;15 6 3 2;21 14 9 3;9;30;70;21;6;5
12 4 3 2;11 9 6 0;21 14 9 3;4;10;20;11;1;0
12 4 3 2;16 8 2 0;21 14 9 3;6;18;40;15;3;2
12 5 3 1;14 10 2 0;21 14 9 3;15;61;158;26;19;11
13 4 3 1;13 9 4 0;21 14 9 3;12;45;112;24;12;8
13 7 1 0;15 9 2 0;21 14 9 3;31;142;386;41;52;27
14 4 3 0;19 6 1 0;21 14 9 3;6;18;40;15;3;2
14 6 1 0;13 8 5 0;21 14 9 3;26;117;316;36;42;22
9 7 5 1;14 7 4 0;21 14 9 3;10;35;84;22;8;6
10 6 5 1;12 8 4 1;21 14 9 3;4;10;20;11;1;0
10 6 5 1;12 8 5 0;21 14 9 3;4;10;20;11;1;0
11 6 4 1;15 7 2 1;21 14 9 3;9;30;70;21;6;5
12 6 3 1;10 9 6 0;21 14 9 3;7;22;50;17;4;3
12 6 3 1;11 8 6 0;21 14 9 3;10;35;84;22;8;6
12 6 3 1;15 8 2 0;21 14 9 3;24;105;280;36;36;20
12 8 2 0;14 8 3 0;21 14 9 3;38;192;547;39;84;34
12 9 1 0;11 9 5 0;21 14 9 3;12;45;112;24;12;8
13 6 3 0;11 10 3 1;21 14 9 3;12;45;112;24;12;8
14 4 3 1;13 6 5 1;21 14 9 3;5;14;30;13;2;1
14 7 1 0;16 5 3 1;21 14 9 3;14;56;144;25;17;10
17 4 1 0;12 7 4 2;21 14 9 3;4;10;20;11;1;0
10 9 3 1;12 7 4 1;21 14 9 3;5;14;30;13;2;1
12 6 5 0;10 8 4 2;21 14 9 3;4;10;20;11;1;0
12 6 5 0;11 7 4 2;21 14 9 3;4;10;20;11;1;0
13 6 4 0;13 7 4 0;21 14 9 3;25;116;319;33;45;21
14 6 3 0;17 4 3 0;21 14 9 3;11;38;90;25;8;7
15 4 3 1;14 6 3 1;21 14 9 3;5;14;30;13;2;1
18 4 1 0;12 7 4 1;21 14 9 3;4;10;20;11;1;0
5 4 1 0;17 12 7 1;21 15 8 3;5;14;30;13;2;1
7 2 1 0;20 12 3 2;21 15 8 3;4;10;20;11;1;0
6 3 2 0;18 12 6 0;21 15 8 3;12;45;112;24;12;8
7 5 1 0;15 13 4 2;21 15 8 3;5;14;30;13;2;1
10 2 1 0;19 12 2 1;21 15 8 3;6;18;40;15;3;2
7 4 2 1;16 13 4 0;21 15 8 3;7;22;50;17;4;3
7 4 3 0;15 11 6 1;21 15 8 3;4;10;20;11;1;0
7 4 3 0;16 11 4 2;21 15 8 3;6;18;40;15;3;2
8 4 2 0;15 12 5 1;21 15 8 3;12;47;120;22;14;8
8 5 1 0;15 9 7 2;21 15 8 3;4;10;20;11;1;0
8 5 1 0;17 11 3 2;21 15 8 3;11;38;90;25;8;7
11 2 1 0;15 11 6 1;21 15 8 3;8;27;64;18;6;4
11 2 1 0;17 13 2 1;21 15 8 3;6;18;40;15;3;2
11 2 1 0;19 10 4 0;21 15 8 3;8;27;64;18;6;4
8 4 2 1;16 13 3 0;21 15 8 3;7;22;50;17;4;3
10 3 2 0;17 8 7 0;21 15 8 3;6;18;40;15;3;2
12 2 1 0;17 10 3 2;21 15 8 3;6;18;40;15;3;2
7 6 3 0;16 12 3 0;21 15 8 3;12;46;116;23;13;8
8 4 3 1;17 11 2 1;21 15 8 3;6;18;40;15;3;2
8 7 1 0;16 8 6 1;21 15 8 3;6;18;40;15;3;2
9 4 2 1;15 13 3 0;21 15 8 3;7;22;50;17;4;3
9 4 2 1;16 9 6 0;21 15 8 3;7;22;50;17;4;3
9 5 2 0;15 14 2 0;21 15 8 3;7;22;50;17;4;3
9 5 2 0;16 12 3 0;21 15 8 3;24;111;305;32;43;20
13 2 1 0;14 12 4 1;21 15 8 3;6;18;40;15;3;2
7 6 3 1;17 9 3 1;21 15 8 3;5;14;30;13;2;1
8 6 2 1;14 12 3 1;21 15 8 3;5;14;30;13;2;1
9 4 3 1;13 12 5 0;21 15 8 3;6;18;40;15;3;2
10 4 2 1;18 7 4 1;21 15 8 3;7;22;50;17;4;3
10 4 3 0;16 9 4 1;21 15 8 3;12;45;112;24;12;8
11 5 1 0;12 11 6 1;21 15 8 3;8;28;68;17;7;4
12 3 2 0;13 10 6 1;21 15 8 3;7;22;50;17;4;3
12 4 1 0;15 13 2 0;21 15 8 3;14;56;144;25;17;10
8 7 3 0;14 13 2 0;21 15 8 3;7;22;50;17;4;3
9 6 2 1;18 8 3 0;21 15 8 3;10;37;92;20;10;6
10 6 2 0;18 9 2 0;21 15 8 3;23;105;287;32;40;19
11 4 2 1;16 9 3 1;21 15 8 3;9;30;70;21;6;5
12 5 1 0;14 8 6 1;21 15 8 3;12;46;116;23;13;8
15 2 1 0;15 11 3 0;21 15 8 3;8;27;64;18;6;4
8 6 4 1;14 12 2 0;21 15 8 3;4;10;20;11;1;0
8 7 3 1;14 12 2 0;21 15 8 3;7;22;50;17;4;3
9 8 2 0;19 7 2 0;21 15 8 3;7;22;50;17;4;3
10 7 2 0;18 6 3 1;21 15 8 3;8;26;60;19;5;4
12 6 1 0;19 6 2 1;21 15 8 3;10;36;88;21;9;6
9 7 3 1;14 7 6 0;21 15 8 3;4;10;20;11;1;0
10 6 3 1;16 6 4 1;21 15 8 3;5;14;30;13;2;1
10 7 3 0;14 7 6 0;21 15 8 3;9;31;74;20;7;5
11 5 4 0;17 7 2 1;21 15 8 3;8;27;64;18;6;4
11 6 2 1;14 12 1 0;21 15 8 3;10;36;88;21;9;6
11 6 2 1;16 9 2 0;21 15 8 3;21;90;238;33;30;17
12 5 2 1;13 8 5 1;21 15 8 3;7;22;50;17;4;3
