10 7 2 1;11 7 6 2;18 13 10 5;8;27;64;18;6;4
11 4 3 2;12 7 5 2;18 13 10 5;5;14;30;13;2;1
11 4 3 2;12 10 3 1;18 13 10 5;6;18;40;15;3;2
12 4 3 1;11 7 5 3;18 13 10 5;5;14;30;13;2;1
12 7 1 0;17 7 2 0;18 13 10 5;7;22;50;17;4;3
13 4 3 0;12 8 5 1;18 13 10 5;16;66;172;27;21;12
13 5 2 0;15 8 3 0;18 13 10 5;19;80;210;31;26;15
14 4 2 0;10 8 5 3;18 13 10 5;4;10;20;11;1;0
8 7 5 1;12 6 4 3;18 13 10 5;5;14;30;13;2;1
8 7 6 0;12 6 5 2;18 13 10 5;6;18;40;15;3;2
9 6 5 1;10 8 5 2;18 13 10 5;6;18;40;15;3;2
9 7 5 0;12 8 3 2;18 13 10 5;13;51;130;24;15;9
10 6 4 1;12 7 4 2;18 13 10 5;17;71;186;28;23;13
10 6 5 0;12 6 5 2;18 13 10 5;12;45;112;24;12;8
11 5 3 2;13 7 5 0;18 13 10 5;12;45;112;24;12;8
14 4 2 1;14 7 3 1;18 13 10 5;4;10;20;11;1;0
15 5 1 0;13 11 1 0;18 13 10 5;6;18;40;15;3;2
8 7 5 2;11 8 3 2;18 13 10 5;4;10;20;11;1;0
8 7 6 1;11 8 5 0;18 13 10 5;6;18;40;15;3;2
9 6 4 3;12 9 2 1;18 13 10 5;4;10;20;11;1;0
10 6 5 1;14 5 3 2;18 13 10 5;4;10;20;11;1;0
10 7 4 1;15 8 1 0;18 13 10 5;8;26;60;19;5;4
10 8 4 0;10 7 4 3;18 13 10 5;10;37;92;20;10;6
10 9 2 1;9 8 7 0;18 13 10 5;4;10;20;11;1;0
10 9 3 0;11 8 5 0;18 13 10 5;20;88;236;29;31;16
10 9 3 0;14 8 2 0;18 13 10 5;19;80;210;31;26;15
12 5 3 2;11 8 3 2;18 13 10 5;9;30;70;21;6;5
12 7 2 1;12 6 4 2;18 13 10 5;14;56;144;25;17;10
12 7 3 0;10 9 3 2;18 13 10 5;13;50;126;25;14;9
12 8 2 0;10 6 5 3;18 13 10 5;9;31;74;20;7;5
12 9 1 0;11 6 5 2;18 13 10 5;8;27;64;18;6;4
13 5 3 1;10 8 4 2;18 13 10 5;13;51;130;24;15;9
13 5 3 1;11 9 4 0;18 13 10 5;21;95;259;30;36;17
13 7 2 0;12 7 3 2;18 13 10 5;18;77;204;28;26;14
15 4 2 1;10 8 4 2;18 13 10 5;4;10;20;11;1;0
15 4 2 1;11 10 3 0;18 13 10 5;8;27;64;18;6;4
9 7 5 2;12 7 3 1;18 13 10 5;12;47;120;22;14;8
10 7 5 1;11 6 5 1;18 13 10 5;15;60;154;27;18;11
10 8 4 1;12 8 3 0;18 13 10 5;27;131;368;32;55;23
12 6 4 1;12 7 3 1;18 13 10 5;23;105;287;32;40;19
12 6 5 0;14 7 2 0;18 13 10 5;19;81;214;30;27;15
5 3 2 0;14 12 9 1;17 14 10 5;4;10;20;11;1;0
6 3 2 0;14 10 8 3;17 14 10 5;9;31;74;20;7;5
8 3 1 0;14 12 5 3;17 14 10 5;11;42;106;21;12;7
7 5 1 0;15 13 5 0;17 14 10 5;7;22;50;17;4;3
6 5 3 0;13 9 6 4;17 14 10 5;5;14;30;13;2;1
7 5 2 0;15 8 6 3;17 14 10 5;7;22;50;17;4;3
7 6 1 0;16 8 5 3;17 14 10 5;5;14;30;13;2;1
8 3 2 1;12 10 8 2;17 14 10 5;5;14;30;13;2;1
9 3 2 0;13 11 8 0;17 14 10 5;11;41;102;22;11;7
9 4 1 0;13 10 8 1;17 14 10 5;16;65;168;28;20;12
10 3 1 0;12 9 8 3;17 14 10 5;4;10;20;11;1;0
10 3 1 0;14 11 5 2;17 14 10 5;15;60;154;27;18;11
7 6 2 0;12 11 8 0;17 14 10 5;8;27;64;18;6;4
8 4 3 0;11 10 6 4;17 14 10 5;5;14;30;13;2;1
8 6 1 0;12 11 7 1;17 14 10 5;11;41;102;22;11;7
9 5 1 0;16 8 6 1;17 14 10 5;9;30;70;21;6;5
10 3 2 0;15 11 3 2;17 14 10 5;8;26;60;19;5;4
7 5 4 0;13 10 6 1;17 14 10 5;15;60;154;27;18;11
7 6 3 0;12 11 7 0;17 14 10 5;10;36;88;21;9;6
8 5 3 0;13 10 7 0;17 14 10 5;21;96;263;29;37;17
9 5 2 0;13 11 4 2;17 14 10 5;18;81;221;26;31;14
10 3 2 1;14 12 4 0;17 14 10 5;6;18;40;15;3;2
11 3 2 0;15 8 7 0;17 14 10 5;8;26;60;19;5;4
8 4 3 2;14 11 4 0;17 14 10 5;4;10;20;11;1;0
8 6 3 0;14 10 4 1;17 14 10 5;18;77;204;28;26;14
9 7 1 0;11 10 6 2;17 14 10 5;11;41;102;22;11;7
10 4 3 0;13 11 3 2;17 14 10 5;11;41;102;22;11;7
10 6 1 0;15 9 5 0;17 14 10 5;21;91;242;32;31;17
11 5 1 0;14 7 5 3;17 14 10 5;11;41;102;22;11;7
12 4 1 0;12 8 7 2;17 14 10 5;4;10;20;11;1;0
14 2 1 0;13 10 6 0;17 14 10 5;6;18;40;15;3;2
8 5 4 1;14 7 5 2;17 14 10 5;4;10;20;11;1;0
8 6 3 1;12 11 4 1;17 14 10 5;11;41;102;22;11;7
8 6 4 0;13 8 7 0;17 14 10 5;13;51;130;24;15;9
9 6 2 1;14 7 4 3;17 14 10 5;7;22;50;17;4;3
9 6 3 0;10 8 7 3;17 14 10 5;9;31;74;20;7;5
9 6 3 0;12 10 4 2;17 14 10 5;20;91;249;28;35;16
9 7 2 0;13 10 4 1;17 14 10 5;22;102;281;29;40;18
9 8 1 0;14 12 2 0;17 14 10 5;6;18;40;15;3;2
11 4 2 1;13 9 6 0;17 14 10 5;15;60;154;27;18;11
12 3 2 1;12 10 5 1;17 14 10 5;6;18;40;15;3;2
13 3 2 0;16 9 3 0;17 14 10 5;5;14;30;13;2;1
7 6 4 2;12 8 6 1;17 14 10 5;7;22;50;17;4;3
8 5 4 2;13 11 3 0;17 14 10 5;4;10;20;11;1;0
9 6 4 0;14 10 2 1;17 14 10 5;9;30;70;21;6;5
11 6 2 0;13 11 2 1;17 14 10 5;14;58;152;23;19;10
12 5 2 0;14 7 5 1;17 14 10 5;17;71;186;28;23;13
13 5 1 0;12 9 6 0;17 14 10 5;16;64;164;29;19;12
14 3 2 0;15 8 4 0;17 14 10 5;7;22;50;17;4;3
8 6 5 1;13 8 5 0;17 14 10 5;12;45;112;24;12;8
9 6 4 1;12 9 4 1;17 14 10 5;21;96;263;29;37;17
9 7 3 1;11 8 6 1;17 14 10 5;18;80;217;27;30;14
10 5 4 1;11 7 5 3;17 14 10 5;6;18;40;15;3;2
