d	r	c	M	maxR_num	maxR_den	argk	hstar	lam	mu	nu	src
6		168	2916	2569	3100	1	1,161,1155,1337,259,3,0	20,16,11,7,3	19,15,10,6,3	35,31,22,13,9	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		184	3734	3187	3698	1	1,177,1407,1771,373,5,0	20,16,11,7,3	19,15,10,6,3	34,31,23,13,9	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		189	4096	3413	3947	1	1,182,1470,1960,473,10,0	20,16,11,7,3	19,15,10,6,3	35,31,21,15,8	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		220	6110	4834	5355	1	1,213,1994,3034,846,22,0	20,16,11,7,3	19,15,10,6,3	37,28,21,13,11	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		24	18	0	1	1	1,17,0,0,0,0,0	20,16,11,7,3	19,15,10,6,3	35,29,26,13,7	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		28	22	0	1	1	1,21,0,0,0,0,0	20,16,11,7,3	19,15,10,6,3	35,30,25,13,7	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		30	72	41	192	1	1,23,41,7,0,0,0	20,16,11,7,3	19,15,10,6,3	38,28,22,15,7	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		35	128	146	453	1	1,28,73,26,0,0,0	20,16,11,7,3	19,15,10,6,3	37,29,23,14,7	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		36	100	59	224	1	1,29,59,11,0,0,0	20,16,11,7,3	19,15,10,6,3	38,26,23,16,7	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		40	108	63	244	1	1,33,63,11,0,0,0	20,16,11,7,3	19,15,10,6,3	38,27,22,16,7	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		54	320	356	711	1	1,47,178,94,0,0,0	20,16,11,7,3	19,15,10,6,3	38,28,21,12,11	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		60	320	364	761	1	1,53,182,84,0,0,0	20,16,11,7,3	19,15,10,6,3	38,28,22,13,9	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		67	424	119	218	1	1,60,238,125,0,0,0	20,16,11,7,3	19,15,10,6,3	37,29,21,16,7	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		80	604	668	1073	1	1,73,334,196,0,0,0	20,16,11,7,3	19,15,10,6,3	36,28,24,15,7	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		96	760	415	646	1	1,89,415,255,0,0,0	20,16,11,7,3	19,15,10,6,3	38,27,22,13,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		137	1376	1454	1965	1	1,130,727,518,0,0,0	20,16,11,7,3	19,15,10,6,3	35,30,22,16,7	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		143	1548	1626	2105	1	1,136,813,598,0,0,0	20,16,11,7,3	19,15,10,6,3	35,28,24,16,7	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		151	1616	1706	2205	1	1,144,853,618,0,0,0	20,16,11,7,3	19,15,10,6,3	35,29,23,16,7	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		54	306	173	351	1	1,47,173,85,0,0,0	20,16,11,7,3	19,15,10,6,3	37,29,22,15,7	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		64	414	231	421	1	1,57,231,125,0,0,0	20,16,11,7,3	19,15,10,6,3	37,29,20,17,7	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		76	628	668	1061	1	1,69,334,224,0,0,0	20,16,11,7,3	19,15,10,6,3	34,32,20,17,7	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		100	1624	471	608	1	1,93,627,741,159,3,0	20,16,11,7,3	19,15,10,6,3	37,29,21,12,11	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		120	2608	2131	2548	1	1,113,898,1251,335,10,0	20,16,11,7,3	19,15,10,6,3	34,32,21,12,11	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		129	2274	1987	2423	1	1,122,889,1050,209,3,0	20,16,11,7,3	19,15,10,6,3	37,30,19,15,9	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		137	2928	1207	1433	1	1,130,1026,1399,362,10,0	20,16,11,7,3	19,15,10,6,3	36,30,21,12,11	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		145	3248	2661	3113	1	1,138,1128,1566,405,10,0	20,16,11,7,3	19,15,10,6,3	34,32,21,15,8	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		199	5856	4543	5042	1	1,192,1820,2905,903,35,0	20,16,11,7,3	19,15,10,6,3	34,32,21,14,9	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		223	6290	2488	2741	1	1,216,2056,3131,864,22,0	20,16,11,7,3	19,15,10,6,3	37,29,20,14,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		55	256	298	685	1	1,48,149,58,0,0,0	20,16,11,7,3	19,15,10,6,3	35,31,23,11,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		70	846	777	1139	1	1,63,356,360,65,1,0	20,16,11,7,3	19,15,10,6,3	34,33,20,15,8	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		96	1516	265	346	1	1,89,589,687,147,3,0	20,16,11,7,3	19,15,10,6,3	34,33,20,13,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		112	2092	1781	2186	1	1,105,779,979,223,5,0	20,16,11,7,3	19,15,10,6,3	34,33,18,14,11	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		141	2826	2399	2837	1	1,134,1053,1340,293,5,0	20,16,11,7,3	19,15,10,6,3	37,30,18,14,11	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		152	2960	2529	3001	1	1,145,1114,1394,301,5,0	20,16,11,7,3	19,15,10,6,3	34,31,23,14,8	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		170	3560	3017	3488	1	1,163,1327,1701,363,5,0	20,16,11,7,3	19,15,10,6,3	35,32,18,14,11	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		56	280	328	703	1	1,49,164,66,0,0,0	20,16,11,7,3	19,15,10,6,3	34,31,24,11,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		63	316	370	781	1	1,56,185,74,0,0,0	20,16,11,7,3	19,15,10,6,3	35,30,24,11,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		64	340	400	799	1	1,57,200,82,0,0,0	20,16,11,7,3	19,15,10,6,3	34,30,25,11,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		89	1152	1061	1464	1	1,82,488,495,85,1,0	20,16,11,7,3	19,15,10,6,3	37,29,22,12,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		118	2180	1863	2284	1	1,111,817,1017,229,5,0	20,16,11,7,3	19,15,10,6,3	34,33,19,14,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		140	2806	2372	2817	1	1,133,1034,1328,304,6,0	20,16,11,7,3	19,15,10,6,3	37,29,17,16,11	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		149	2950	2515	2971	1	1,142,1107,1394,301,5,0	20,16,11,7,3	19,15,10,6,3	37,30,19,14,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		168	4492	3557	4012	1	1,161,1461,2213,635,21,0	20,16,11,7,3	19,15,10,6,3	34,32,17,16,11	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		178	4440	3580	4061	1	1,171,1502,2176,576,14,0	20,16,11,7,3	19,15,10,6,3	37,29,20,13,11	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		185	4096	3403	3916	1	1,178,1465,1969,473,10,0	20,16,11,7,3	19,15,10,6,3	37,28,22,13,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		192	5052	4035	4523	1	1,185,1674,2484,687,21,0	20,16,11,7,3	19,15,10,6,3	36,30,17,16,11	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		216	5612	4513	5034	1	1,209,1887,2755,739,21,0	20,16,11,7,3	19,15,10,6,3	35,31,17,16,11	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		45	192	222	569	1	1,38,111,42,0,0,0	20,16,11,7,3	19,15,10,6,3	35,28,26,11,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		61	312	366	761	1	1,54,183,74,0,0,0	20,16,11,7,3	19,15,10,6,3	35,29,25,11,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		92	1162	1075	1494	1	1,85,495,495,85,1,0	20,16,11,7,3	19,15,10,6,3	37,28,23,12,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		132	2284	2001	2453	1	1,125,896,1050,209,3,0	20,16,11,7,3	19,15,10,6,3	36,28,24,12,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		143	2816	2386	2847	1	1,136,1041,1328,304,6,0	20,16,11,7,3	19,15,10,6,3	37,29,19,13,12	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		145	3232	2647	3104	1	1,138,1121,1557,405,10,0	20,16,11,7,3	19,15,10,6,3	37,26,24,13,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		148	3340	2741	3191	1	1,141,1168,1616,405,9,0	20,16,11,7,3	19,15,10,6,3	37,25,24,14,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		171	4504	3575	4042	1	1,164,1470,2213,635,21,0	20,16,11,7,3	19,15,10,6,3	34,32,19,13,12	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		181	4080	3379	3876	1	1,174,1453,1969,473,10,0	20,16,11,7,3	19,15,10,6,3	37,27,23,13,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		188	5138	4073	4543	1	1,181,1685,2550,703,18,0	20,16,11,7,3	19,15,10,6,3	37,29,18,14,12	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		196	5068	451	507	1	1,189,1686,2484,687,21,0	20,16,11,7,3	19,15,10,6,3	36,30,19,13,12	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		221	5632	4543	5084	1	1,214,1902,2755,739,21,0	20,16,11,7,3	19,15,10,6,3	35,31,19,13,12	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		102	2252	1819	2201	1	1,95,757,1084,305,10,0	20,16,11,7,3	19,15,10,6,3	34,32,16,15,13	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		112	2352	1933	2337	1	1,105,818,1122,297,9,0	20,16,11,7,3	19,15,10,6,3	34,31,16,15,14	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		118	2214	1868	2305	1	1,111,808,1036,252,6,0	20,16,11,7,3	19,15,10,6,3	37,29,17,14,13	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		142	3580	945	1094	1	1,135,1155,1743,525,21,0	20,16,11,7,3	19,15,10,6,3	34,32,17,14,13	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		162	4004	3199	3683	1	1,155,1316,1944,567,21,0	20,16,11,7,3	19,15,10,6,3	36,30,17,14,13	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		174	4644	3683	4146	1	1,167,1515,2287,653,21,0	20,16,11,7,3	19,15,10,6,3	32,28,27,13,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		182	4428	3563	4084	1	1,175,1477,2145,609,21,0	20,16,11,7,3	19,15,10,6,3	35,31,17,14,13	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		184	5564	4290	4753	1	1,177,1704,2764,882,36,0	20,16,11,7,3	19,15,10,6,3	33,32,18,14,13	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		185	4594	3713	4203	1	1,178,1559,2246,595,15,0	20,16,11,7,3	19,15,10,6,3	37,28,18,14,13	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		195	6744	5067	5522	1	1,188,1958,3397,1151,49,0	20,16,11,7,3	19,15,10,6,3	34,32,17,15,12	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		214	5476	4411	4940	1	1,207,1845,2681,721,21,0	20,16,11,7,3	19,15,10,6,3	34,27,26,13,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		68	1044	899	1237	1	1,61,394,474,111,3,0	20,16,11,7,3	19,15,10,6,3	33,32,16,15,14	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		162	3188	2733	3209	1	1,155,1208,1502,317,5,0	20,16,11,7,3	19,15,10,6,3	33,30,25,12,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		172	4498	211	238	1	1,165,1486,2213,615,18,0	20,16,11,7,3	19,15,10,6,3	33,28,26,12,11	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		174	5876	4411	4856	1	1,167,1693,2941,1025,49,0	20,16,11,7,3	19,15,10,6,3	33,32,17,15,13	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		177	5416	4153	4616	1	1,170,1642,2699,869,35,0	20,16,11,7,3	19,15,10,6,3	31,29,27,13,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		179	3854	3247	3727	1	1,172,1419,1846,409,7,0	20,16,11,7,3	19,15,10,6,3	34,29,25,12,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		192	6348	959	1054	1	1,185,1855,3171,1085,51,0	20,16,11,7,3	19,15,10,6,3	30,29,27,14,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		192	4748	182	207	1	1,185,1589,2308,644,21,0	20,16,11,7,3	19,15,10,6,3	31,30,26,13,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		74	1092	73	101	1	1,67,418,490,113,3,0	20,16,11,7,3	19,15,10,6,3	30,29,28,13,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		115	2110	1787	2222	1	1,108,775,983,237,6,0	20,16,11,7,3	19,15,10,6,3	31,30,26,12,11	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		128	2424	2060	2503	1	1,121,898,1134,264,6,0	20,16,11,7,3	19,15,10,6,3	32,31,24,12,11	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		174	4848	762	853	1	1,167,1556,2404,698,22,0	20,16,11,7,3	19,15,10,6,3	32,29,26,12,11	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		177	4534	3634	4105	1	1,170,1511,2222,612,18,0	20,16,11,7,3	19,15,10,6,3	32,30,25,12,11	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		196	6204	4761	5219	1	1,189,1892,3108,977,37,0	20,16,11,7,3	19,15,10,6,3	29,28,27,15,11	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		152	4278	3341	3762	1	1,145,1351,2119,639,23,0	20,16,11,7,3	19,15,10,6,3	29,28,27,14,12	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		153	4542	1743	1961	1	1,146,1373,2249,740,33,0	20,16,11,7,3	19,15,10,6,3	30,29,27,13,11	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		148	4170	1618	1835	1	1,141,1295,2061,646,26,0	20,16,11,7,3	19,15,10,6,3	30,28,27,13,12	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		172	4506	3601	4048	1	1,165,1493,2213,615,19,0	20,16,11,7,3	19,15,10,6,3	28,27,26,15,14	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		84	1578	1310	1671	1	1,77,558,742,194,6,0	20,16,11,7,3	19,15,10,6,3	25,24,23,21,17	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		76	1386	573	749	1	1,69,485,649,176,6,0	20,16,11,7,3	19,15,10,6,3	25,24,22,21,18	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		78	1524	627	796	1	1,71,531,723,192,6,0	20,16,11,7,3	19,15,10,6,3	25,24,23,20,18	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		44	432	393	697	1	1,37,178,178,37,1,0	20,16,11,7,3	19,15,10,6,3	25,23,22,21,19	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		59	948	399	556	1	1,52,345,439,108,3,0	20,16,11,7,3	19,15,10,6,3	25,24,22,20,19	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		67	1062	904	1241	1	1,60,394,488,116,3,0	25,16,14,12,11	16,15,13,6,3	38,30,27,19,17	runs\wave4_reeve-weight-ladder-r5\arm3_1.jsonl
6		182	5376	298	331	1	1,175,1679,2677,814,30,0	12,11,6,2,1	16,13,9,4,3	25,20,15,10,7	runs\wave4_reeve-weight-ladder-r5\arm3_1.jsonl
6		202	6684	5063	5544	1	1,195,1977,3357,1109,45,0	20,14,12,5	25,23,21,6	41,34,33,15,3	runs\wave4_reeve-weight-ladder-r5\arm3_1.jsonl
6		96	2366	1860	2219	1	1,89,751,1152,358,15,0	15,13,10,5,4	12,10,8,5,3	23,22,16,14,10	runs\wave4_reeve-weight-ladder-r5\arm3_10.jsonl
6		204	5854	4594	5083	1	1,197,1882,2922,830,22,0	17,15,12,10,2	20,15,12,4	33,29,24,12,9	runs\wave4_reeve-weight-ladder-r5\arm3_10.jsonl
6		193	6566	2465	2702	1	1,186,1895,3291,1140,53,0	20,15,6,1	20,17,15,14,4	36,30,21,17,8	runs\wave4_reeve-weight-ladder-r5\arm3_10.jsonl
6		40	494	141	233	1	1,33,182,216,59,3,0	14,10,5,4,2	10,8,6,5,4	21,17,11,10,9	runs\wave4_reeve-weight-ladder-r5\arm3_11.jsonl
6		138	3200	369	433	1	1,131,1074,1544,435,15,0	26,16,8,5	20,16,15,3,1	43,27,23,9,8	runs\wave4_reeve-weight-ladder-r5\arm3_11.jsonl
6		194	4332	3601	4123	1	1,187,1553,2086,495,10,0	22,11,9,2	26,17,11,8	41,31,16,10,8	runs\wave4_reeve-weight-ladder-r5\arm3_11.jsonl
6		186	5470	2129	2360	1	1,179,1729,2739,800,22,0	12,10,8,5	20,18,9,6,2	28,22,19,12,9	runs\wave4_reeve-weight-ladder-r5\arm3_11.jsonl
6		117	3958	2927	3301	1	1,110,1091,1968,745,43,0	13,11,9,7,5	12,10,7,2	21,20,15,11,9	runs\wave4_reeve-weight-ladder-r5\arm3_11.jsonl
6		151	5236	3895	4306	1	1,144,1474,2621,947,49,0	15,11,9,3,1	16,14,11,1	28,23,20,6,4	runs\wave4_reeve-weight-ladder-r5\arm3_11.jsonl
6		183	4558	3686	4167	1	1,176,1551,2232,584,14,0	20,18,12,7,2	13,10,6,2	30,25,20,9,6	runs\wave4_reeve-weight-ladder-r5\arm3_12.jsonl
6		144	4918	3662	4067	1	1,137,1384,2454,894,48,0	12,10,7,5,2	10,8,7,3	18,15,14,11,6	runs\wave4_reeve-weight-ladder-r5\arm3_12.jsonl
6		180	6888	2528	2743	1	1,173,1883,3473,1290,68,0	14,11,9,6,4	21,20,8,3	31,29,15,13,8	runs\wave4_reeve-weight-ladder-r5\arm3_12.jsonl
6		216	6164	91	101	1	1,209,1950,3046,923,35,0	25,18,17,10,7	21,16,15,6	41,34,32,17,11	runs\wave4_reeve-weight-ladder-r5\arm3_2.jsonl
6		161	4814	741	829	1	1,154,1477,2404,751,27,0	17,12,10,7,5	25,22,17,2	38,30,29,11,9	runs\wave4_reeve-weight-ladder-r5\arm3_2.jsonl
6		169	5322	2029	2250	1	1,162,1599,2667,860,33,0	12,10,8,2	16,14,8,4,3	25,18,16,11,7	runs\wave4_reeve-weight-ladder-r5\arm3_2.jsonl
6		196	6174	525	578	1	1,189,1867,3087,991,39,0	21,19,17,12,9	25,14,11,10,5	41,32,29,22,19	runs\wave4_reeve-weight-ladder-r5\arm3_2.jsonl
6		191	6568	4929	5387	1	1,184,1891,3290,1147,55,0	15,8,5,1	14,11,7,4,2	26,17,12,7,5	runs\wave4_reeve-weight-ladder-r5\arm3_2.jsonl
6		96	1528	1335	1736	1	1,89,593,693,149,3,0	16,14,11,7	19,18,13,9,6	30,29,25,21,8	runs\wave4_reeve-weight-ladder-r5\arm3_3.jsonl
6		103	1796	1547	1947	1	1,96,685,834,177,3,0	20,18,14,10,3	14,7,4,2	31,24,17,12,8	runs\wave4_reeve-weight-ladder-r5\arm3_3.jsonl
6		191	6312	4778	5241	1	1,184,1859,3162,1060,46,0	16,11,7,2	16,14,13,6,1	28,23,20,11,4	runs\wave4_reeve-weight-ladder-r5\arm3_3.jsonl
6		168	5876	2185	2404	1	1,161,1652,2941,1066,55,0	26,19,16,12,10	22,20,18,16,4	45,37,31,30,20	runs\wave4_reeve-weight-ladder-r5\arm3_3.jsonl
6		172	6012	1494	1639	1	1,165,1701,3010,1080,55,0	15,13,8,4,2	16,14,9,7,3	27,26,17,12,9	runs\wave4_reeve-weight-ladder-r5\arm3_3.jsonl
6		116	1856	1631	2083	1	1,109,728,840,175,3,0	20,17,10,6,4	16,13,5,4	33,26,19,11,6	runs\wave4_reeve-weight-ladder-r5\arm3_4.jsonl
6		192	5676	4405	4886	1	1,185,1777,2835,851,27,0	25,15,13,11,3	24,23,20,9,1	47,35,32,20,10	runs\wave4_reeve-weight-ladder-r5\arm3_4.jsonl
6		123	4100	3047	3430	1	1,116,1145,2039,757,42,0	11,9,7,4,2	11,9,6,4	18,15,13,12,5	runs\wave4_reeve-weight-ladder-r5\arm3_4.jsonl
6		32	118	44	141	1	1,25,66,26,0,0,0	14,9,4,3	16,14,9,6,1	28,21,15,7,5	runs\wave4_reeve-weight-ladder-r5\arm3_5.jsonl
6		32	140	156	433	1	1,25,78,36,0,0,0	9,5,4,1	9,8,6,1	14,13,8,5,3	runs\wave4_reeve-weight-ladder-r5\arm3_5.jsonl
6		118	2942	2327	2726	1	1,111,951,1439,425,15,0	15,14,12,9,3	13,11,8,4,2	24,23,20,14,10	runs\wave4_reeve-weight-ladder-r5\arm3_5.jsonl
6		184	5408	4187	4666	1	1,177,1673,2683,841,33,0	26,24,22,5	23,17,10,9,3	46,37,32,18,6	runs\wave4_reeve-weight-ladder-r5\arm3_5.jsonl
6		206	6782	5135	5628	1	1,199,1990,3383,1155,54,0	25,14,10,6,1	26,15,14,12	45,28,24,22,4	runs\wave4_reeve-weight-ladder-r5\arm3_5.jsonl
6		156	5488	453	499	1	1,149,1544,2756,989,49,0	14,12,9,5	16,14,12,5,4	27,24,21,12,7	runs\wave4_reeve-weight-ladder-r5\arm3_5.jsonl
6		96	1216	125	173	1	1,89,518,518,89,1,0	21,17,10,2	25,18,17,12,3	43,35,23,14,10	runs\wave4_reeve-weight-ladder-r5\arm3_6.jsonl
6		108	3190	2411	2789	1	1,101,924,1570,563,31,0	15,12,11,9,7	12,10,6,4	22,21,17,15,11	runs\wave4_reeve-weight-ladder-r5\arm3_6.jsonl
6		188	5610	101	112	1	1,181,1747,2805,849,27,0	20,18,13,3,2	17,8,6,3	33,24,19,10,4	runs\wave4_reeve-weight-ladder-r5\arm3_6.jsonl
6		162	5232	3944	4389	1	1,155,1512,2596,920,48,0	14,12,11,8	16,11,6,5,3	26,20,17,15,8	runs\wave4_reeve-weight-ladder-r5\arm3_6.jsonl
6		205	6536	4999	5484	1	1,198,1980,3279,1039,39,0	21,16,6,3	24,20,19,17,3	41,36,24,21,7	runs\wave4_reeve-weight-ladder-r5\arm3_6.jsonl
6		153	5140	961	1067	1	1,146,1467,2571,910,45,0	16,9,7,2	18,13,11,6,5	30,20,18,10,9	runs\wave4_reeve-weight-ladder-r5\arm3_6.jsonl
6		193	6456	4863	5339	1	1,186,1872,3224,1119,54,0	19,7,3,2	26,21,16,4,2	39,24,23,8,6	runs\wave4_reeve-weight-ladder-r5\arm3_6.jsonl
6		103	2320	1866	2249	1	1,96,775,1122,316,10,0	19,18,16,14,4	15,11,7,4	30,28,23,20,7	runs\wave4_reeve-weight-ladder-r5\arm3_7.jsonl
6		136	3754	974	1111	1	1,129,1169,1846,584,25,0	20,17,7,6,1	19,17,16,9,7	35,32,23,18,11	runs\wave4_reeve-weight-ladder-r5\arm3_7.jsonl
6		184	5806	1480	1633	1	1,177,1758,2910,924,36,0	17,14,10,6,5	23,22,18,15,3	35,33,26,25,14	runs\wave4_reeve-weight-ladder-r5\arm3_7.jsonl
6		178	6494	4807	5245	1	1,171,1816,3274,1175,57,0	14,7,4,1	14,10,8,4,2	24,15,12,7,6	runs\wave4_reeve-weight-ladder-r5\arm3_7.jsonl
6		214	5706	4539	5075	1	1,207,1878,2816,783,21,0	18,16,8,7	20,11,7,5,1	31,27,15,13,7	runs\wave4_reeve-weight-ladder-r5\arm3_8.jsonl
6		178	5428	4171	4630	1	1,171,1653,2703,865,35,0	17,10,7,4	20,19,9,8,6	33,26,18,13,10	runs\wave4_reeve-weight-ladder-r5\arm3_8.jsonl
6		163	6554	4737	5156	1	1,156,1707,3285,1323,82,0	16,12,10,7,1	16,14,12,10,5	28,24,22,20,9	runs\wave4_reeve-weight-ladder-r5\arm3_8.jsonl
6		72	918	831	1198	1	1,65,379,399,73,1,0	24,20,14,10,6	26,24,3,1	46,36,17,15,14	runs\wave4_reeve-weight-ladder-r5\arm3_9.jsonl
6		107	1740	1521	1945	1	1,100,677,792,167,3,0	20,18,15,7,5	18,12,11,6,1	34,30,23,18,8	runs\wave4_reeve-weight-ladder-r5\arm3_9.jsonl
6		172	4342	3481	3958	1	1,165,1451,2131,579,15,0	19,16,13,12	20,16,13,10,1	37,29,26,21,7	runs\wave4_reeve-weight-ladder-r5\arm3_9.jsonl
6		184	4766	3827	4297	1	1,177,1604,2350,619,15,0	25,22,18,14,11	26,20,17,14,7	49,36,35,29,25	runs\wave4_reeve-weight-ladder-r5\arm3_9.jsonl
6		193	5700	4421	4906	1	1,186,1773,2831,875,34,0	25,24,9,7,1	14,13,8,4	37,33,17,10,8	runs\wave4_reeve-weight-ladder-r5\arm3_9.jsonl
6		183	6030	909	1003	1	1,176,1747,3002,1051,53,0	15,12,8,7,1	26,14,13,11	37,25,21,19,5	runs\wave4_reeve-weight-ladder-r5\arm3_9.jsonl
6		191	6274	4765	5221	1	1,184,1868,3150,1029,42,0	19,16,14,9,8	17,16,10,2	33,29,23,15,11	runs\wave4_reeve-weight-ladder-r5\arm3_9.jsonl
6		144	1544	1620	2113	1	1,137,810,596,0,0,0	24,13,10,7	17,9,4,2	32,24,17,8,5	runs\wave4_reeve-weight-ladder-r5\arm3_90.jsonl
6		115	2308	1924	2337	1	1,108,829,1098,266,6,0	21,14,9,5,3	18,14,3,2	37,24,13,9,6	runs\wave4_reeve-weight-ladder-r5\arm3_90.jsonl
6		119	2774	2223	2636	1	1,112,917,1341,389,14,0	23,10,7,2	14,8,3,1	34,14,9,8,3	runs\wave4_reeve-weight-ladder-r5\arm3_90.jsonl
6		165	3842	3125	3613	1	1,158,1314,1858,497,14,0	24,21,19,7,2	25,23,21,10	45,44,37,21,5	runs\wave4_reeve-weight-ladder-r5\arm3_90.jsonl
3	4	46	98	52	101	1	1,42,52,3	54,47,36,11	49,34,32,10	98,81,68,26	runs\wave4_reeve-weight-ladder-r5\arm5_5.jsonl
