d	r	c	M	minR_num	minR_den	argk	hstar
5	None	2197	90565	122541	123461	1	1,2191,29104,47328,11743,198
5	None	668	14096	20490	21287	1	1,662,5859,6603,971,0
5	None	1518	54483	74541	75397	1	1,1512,18452,28036,6395,87
5	None	2175	86509	117375	118313	1	1,2169,28231,45042,10894,172
6	None	38	294	142	285	1	1,31,135,113,14,0,0
6	None	29	146	150	413	1	1,22,73,46,4,0,0
6	None	65	1143	315	424	1	1,58,402,537,141,4,0
6	None	86	2295	293	350	1	1,79,687,1125,384,19,0
5	None	31	150	83	173	1	1,25,81,41,2,0
6	None	66	951	837	1169	1	1,59,378,432,81,0,0
6	None	34	138	152	451	1	1,27,76,34,0,0,0
5	None	25	90	147	407	1	1,19,48,21,1,0
6	None	66	972	827	1183	1	1,59,356,436,115,5,0
6	None	369	20107	7013	7288	1	1,362,4807,10241,4412,284,0
6	None	85	1216	1079	1471	1	1,78,484,540,111,2,0
6	None	132	2679	2239	2684	1	1,125,967,1275,305,6,0
6	None	113	1700	1527	1973	1	1,106,700,766,127,0,0
6	None	245	8945	6677	7186	1	1,238,2558,4515,1561,72,0
6	None	255	7819	6069	6620	1	1,248,2462,3933,1145,30,0
6	None	89	1748	1438	1809	1	1,82,608,828,222,7,0
5	None	141	1491	263	321	1	1,135,738,566,51,0
6	None	125	2295	1964	2407	1	1,118,864,1072,236,4,0
5	None	119	1882	2778	3187	1	1,113,790,841,136,1
5	None	73	562	930	1309	1	1,67,301,184,9,0
5	None	75	684	1086	1469	1	1,69,338,252,24,0
5	None	27	82	46	139	1	1,21,46,14,0,0
6	None	73	954	867	1225	1	1,66,398,418,71,0,0
6	None	106	2973	2276	2649	1	1,99,892,1466,492,23,0
6	None	54	588	272	433	1	1,47,253,249,38,0,0
6	None	127	3831	2911	3310	1	1,120,1135,1905,641,29,0
5	None	31	132	228	497	1	1,25,76,30,0,0
6	None	65	1149	317	425	1	1,58,405,540,141,4,0
6	None	22	44	56	297	1	1,15,28,0,0,0,0
6	None	95	1930	43	53	1	1,88,678,922,235,6,0
5	None	58	490	777	1117	1	1,52,243,178,16,0
5	None	44	274	444	767	1	1,38,140,87,8,0
5	None	45	283	154	261	1	1,39,148,89,6,0
5	None	37	151	258	575	1	1,31,86,33,0,0
6	None	165	4502	3526	3995	1	1,158,1427,2220,672,24,0
6	None	152	4292	371	419	1	1,145,1341,2122,657,26,0
6	None	73	810	767	1143	1	1,66,360,336,47,0,0
6	None	155	3146	1328	1569	1	1,148,1170,1511,316,0,0
6	None	397	20198	14273	14856	1	1,390,5027,10313,4219,248,0
6	None	398	21393	3745	3887	1	1,391,5186,10923,4608,284,0
6	None	219	7199	5478	5975	1	1,212,2156,3620,1166,44,0
6	None	64	496	167	298	1	1,57,240,177,21,0,0
6	None	418	22836	7973	8268	1	1,411,5494,11665,4958,307,0
6	None	296	10139	7720	8279	1	1,289,3061,5138,1598,52,0
6	None	174	3036	2687	3219	1	1,167,1221,1402,245,0,0
6	None	273	16960	2887	3002	1	1,266,3721,8549,4096,326,1
5	None	23	44	78	341	1	1,17,26,0,0,0
6	None	69	522	566	943	1	1,62,283,176,0,0,0
6	None	67	892	803	1141	1	1,60,365,392,73,1,0
6	None	81	1563	1291	1639	1	1,74,550,742,191,5,0
5	None	45	285	93	157	1	1,39,149,90,6,0
6	None	50	495	469	779	1	1,43,220,202,29,0,0
6	None	77	1554	1259	1604	1	1,70,526,743,207,7,0
5	None	33	120	69	169	1	1,27,69,23,0,0
6	None	16	21	22	237	1	1,9,11,0,0,0,0
6	None	96	2154	1727	2099	1	1,89,716,1044,295,9,0
6	None	29	66	86	367	1	1,22,43,0,0,0,0
6	None	65	1062	899	1224	1	1,58,390,491,119,3,0
6	None	83	1680	1367	1724	1	1,76,574,803,219,7,0
6	None	72	1174	1003	1344	1	1,65,439,541,125,3,0
5	None	30	126	213	485	1	1,24,70,30,1,0
5	None	24	67	114	373	1	1,18,38,10,0,0
5	None	34	170	279	569	1	1,28,90,48,3,0
6	None	281	11708	8528	9059	1	1,274,3155,5948,2218,112,0
6	None	87	880	109	161	1	1,80,414,341,44,0,0
6	None	221	7481	5656	6155	1	1,214,2212,3776,1232,46,0
6	None	217	5591	4518	5039	1	1,210,1930,2792,658,0,0
6	None	167	4301	3415	3894	1	1,160,1402,2107,611,20,0
6	None	166	3317	2822	3321	1	1,159,1249,1584,324,0,0
5	None	102	1168	604	741	1	1,96,553,467,51,0
6	None	51	554	85	137	1	1,44,236,235,38,0,0
6	None	35	227	5	11	1	1,28,111,79,8,0,0
5	None	60	480	17	25	1	1,54,240,170,15,0
5	None	47	238	408	749	1	1,41,136,60,0,0
6	None	24	102	106	347	1	1,17,52,30,2,0,0
5	None	46	264	435	773	1	1,40,141,78,4,0
6	None	39	370	335	621	1	1,32,151,152,33,1,0
6	None	32	134	148	431	1	1,25,74,34,0,0,0
6	None	53	628	569	879	1	1,46,259,270,51,1,0
6	None	91	1922	1558	1925	1	1,84,650,920,258,9,0
6	None	44	476	429	721	1	1,37,194,202,41,1,0
6	None	278	11636	8465	8994	1	1,271,3126,5913,2213,112,0
6	None	333	16024	5703	5975	1	1,326,4061,8161,3284,191,0
6	None	335	16374	11621	12166	1	1,328,4119,8347,3383,196,0
6	None	417	20666	14691	15287	1	1,410,5246,10580,4199,230,0
6	None	197	5925	4585	5067	1	1,190,1841,2960,903,30,0
5	None	208	3831	1865	2039	1	1,202,1561,1760,304,3
6	None	312	9359	7379	7965	1	1,305,3094,4768,1191,0,0
6	None	100	790	96	149	1	1,93,432,264,0,0,0
6	None	211	4256	521	602	1	1,204,1623,2027,401,0,0
6	None	228	10930	7741	8187	1	1,221,2721,5546,2299,142,0
6	None	404	31774	3006	3079	1	1,397,6328,15942,8356,747,3
6	None	190	5594	727	804	1	1,183,1777,2803,808,22,0
6	None	36	210	44	101	1	1,29,108,68,4,0,0
5	None	42	250	136	241	1	1,36,132,77,4,0
6	None	91	2082	1657	2018	1	1,84,680,1009,297,11,0
6	None	42	438	397	683	1	1,35,180,184,37,1,0
5	None	24	59	99	367	1	1,18,33,7,0,0
6	None	98	2330	1844	2215	1	1,91,750,1130,344,14,0
6	None	307	14310	10230	10759	1	1,300,3670,7286,2890,163,0
6	None	73	606	621	1025	1	1,66,300,218,21,0,0
6	None	347	17174	6089	6361	1	1,340,4316,8767,3546,204,0
6	None	384	21029	14657	15225	1	1,377,5021,10722,4615,293,0
6	None	253	8849	3329	3596	1	1,246,2576,4455,1506,65,0
6	None	242	7833	6002	6523	1	1,235,2391,3946,1220,40,0
6	None	70	916	827	1180	1	1,63,378,403,71,0,0
6	None	173	4373	3491	3982	1	1,166,1440,2135,611,20,0
6	None	353	17055	12145	12702	1	1,346,4336,8703,3473,196,0
5	None	29	59	15	59	1	1,23,35,0,0,0
5	None	18	26	39	281	1	1,12,13,0,0,0
6	None	61	666	315	482	1	1,54,296,277,38,0,0
5	None	58	470	747	1097	1	1,52,234,168,15,0
6	None	45	422	397	699	1	1,38,186,172,25,0,0
5	None	57	481	765	1097	1	1,51,239,174,16,0
6	None	124	3675	1397	1598	1	1,117,1087,1821,620,29,0
5	None	54	433	684	1025	1	1,48,213,156,15,0
5	None	36	143	246	557	1	1,30,82,30,0,0
6	None	45	369	184	333	1	1,38,177,139,14,0,0
5	None	38	204	339	637	1	1,32,110,58,3,0
6	None	75	1374	1135	1484	1	1,68,481,645,173,6,0
6	None	84	986	467	665	1	1,77,439,413,56,0,0
5	None	168	2120	1091	1271	1	1,162,992,866,99,0
5	None	177	3243	175	193	1	1,171,1308,1493,267,3
6	None	379	20524	14341	14896	1	1,372,4935,10461,4471,284,0
6	None	320	15358	10931	11463	1	1,313,3893,7826,3145,180,0
6	None	302	11539	4284	4565	1	1,295,3267,5851,2034,91,0
6	None	406	22759	3166	3279	1	1,399,5410,11620,5010,319,0
6	None	155	5486	4073	4482	1	1,148,1543,2759,987,48,0
6	None	186	7468	1811	1955	1	1,179,1992,3766,1449,81,0
6	None	58	376	416	773	1	1,51,208,116,0,0,0
5	None	43	187	321	665	1	1,37,107,42,0,0
5	None	50	397	630	949	1	1,44,196,142,14,0
6	None	80	1416	1187	1547	1	1,73,511,662,165,4,0
6	None	92	1891	1549	1916	1	1,85,657,907,235,6,0
5	None	95	1330	1986	2371	1	1,89,570,577,92,1
6	None	80	1587	1295	1646	1	1,73,544,755,207,7,0
6	None	111	2727	2157	2546	1	1,104,879,1329,399,15,0
5	None	49	325	177	287	1	1,43,170,104,7,0
6	None	60	836	724	1055	1	1,53,317,372,90,3,0
6	None	98	2382	938	1123	1	1,91,761,1161,354,14,0
6	None	92	2356	1835	2182	1	1,85,735,1155,365,15,0
6	None	103	2538	1989	2375	1	1,96,798,1232,393,18,0
6	None	90	1952	314	387	1	1,83,650,938,270,10,0
6	None	102	2500	985	1173	1	1,95,801,1221,368,14,0
5	None	64	624	972	1315	1	1,58,298,241,26,0
6	None	295	9711	7449	8023	1	1,288,2975,4900,1499,48,0
6	None	396	20192	2853	2969	1	1,389,5023,10312,4219,248,0
6	None	158	4242	3321	3788	1	1,151,1335,2077,651,27,0
6	None	241	8851	157	169	1	1,234,2522,4477,1550,67,0
6	None	147	4145	3215	3647	1	1,140,1286,2050,643,25,0
6	None	297	13935	9942	10463	1	1,290,3551,7090,2840,163,0
6	None	37	76	30	149	1	1,30,45,0,0,0,0
6	None	284	9729	7397	7947	1	1,277,2924,4926,1549,52,0
6	None	367	18980	13355	13916	1	1,360,4657,9673,4041,248,0
6	None	309	9686	7543	8131	1	1,302,3124,4964,1295,0,0
6	None	224	7555	5708	6217	1	1,217,2218,3794,1272,53,0
5	None	131	1333	2127	2633	1	1,125,664,498,45,0
6	None	191	4285	3557	4078	1	1,184,1548,2091,461,0,0
6	None	430	35776	23547	24059	1	1,423,6958,17916,9591,883,4
6	None	308	16110	11302	11801	1	1,301,3928,8224,3446,210,0
6	None	79	1266	91	121	1	1,72,481,579,130,3,0
5	None	119	1831	2715	3127	1	1,113,777,811,128,1
6	None	48	480	223	378	1	1,41,207,199,32,0,0
6	None	75	1392	1155	1493	1	1,68,493,656,169,5,0
6	None	61	750	684	1013	1	1,54,315,326,54,0,0
6	None	48	489	459	760	1	1,41,215,203,29,0,0
5	None	42	270	147	247	1	1,36,141,86,6,0
6	None	79	1488	1233	1580	1	1,72,526,703,181,5,0
6	None	172	7110	5131	5548	1	1,165,1855,3585,1421,83,0
6	None	62	750	686	1021	1	1,55,316,324,54,0,0
6	None	140	4308	1091	1229	1	1,133,1278,2148,717,31,0
6	None	49	432	422	735	1	1,42,201,168,20,0,0
5	None	58	435	141	211	1	1,52,224,147,11,0
6	None	79	1560	634	811	1	1,72,527,737,214,9,0
6	None	62	832	723	1070	1	1,55,317,367,89,3,0
6	None	80	1566	1275	1634	1	1,73,531,739,213,9,0
6	None	97	2576	221	261	1	1,90,786,1262,417,20,0
6	None	63	930	19	27	1	1,56,349,421,100,3,0
6	None	46	504	455	753	1	1,39,206,214,43,1,0
6	None	100	2440	128	153	1	1,93,777,1188,366,15,0
6	None	104	2928	561	652	1	1,97,885,1451,474,20,0
6	None	60	872	751	1075	1	1,53,328,392,95,3,0
6	None	399	22407	3893	4034	1	1,392,5308,11431,4956,319,0
6	None	182	5716	4369	4829	1	1,175,1728,2866,913,33,0
6	None	100	1305	1210	1641	1	1,93,563,564,84,0,0
6	None	209	5310	4307	4813	1	1,202,1846,2646,615,0,0
6	None	161	3441	2883	3352	1	1,154,1262,1665,359,0,0
6	None	453	26822	18523	19104	1	1,446,6263,13733,5997,382,0
5	None	149	1789	926	1097	1	1,143,845,719,81,0
6	None	294	16222	11267	11751	1	1,287,3831,8262,3605,236,0
6	None	266	11990	8609	9099	1	1,259,3108,6096,2393,133,0
5	None	129	2042	57	65	1	1,123,863,910,144,1
5	None	36	132	231	545	1	1,30,77,24,0,0
5	None	23	64	108	361	1	1,17,36,10,0,0
6	None	59	694	160	241	1	1,52,296,297,48,0,0
6	None	67	1068	83	113	1	1,60,399,490,115,3,0
6	None	72	936	425	603	1	1,65,389,409,72,0,0
5	None	54	420	672	1007	1	1,48,212,147,12,0
6	None	158	5184	3907	4332	1	1,151,1510,2595,887,40,0
5	None	65	582	307	425	1	1,59,287,215,20,0
5	None	50	377	67	103	1	1,44,190,131,11,0
6	None	78	1178	1027	1393	1	1,71,454,530,119,3,0
5	None	43	265	87	149	1	1,37,140,82,5,0
6	None	104	2876	2212	2577	1	1,97,874,1420,464,20,0
6	None	60	420	456	815	1	1,53,228,138,0,0,0
5	None	52	391	627	959	1	1,46,198,135,11,0
5	None	51	390	207	317	1	1,45,195,137,12,0
5	None	51	360	39	61	1	1,45,187,119,8,0
5	None	27	93	159	425	1	1,21,53,18,0,0
6	None	105	2898	743	866	1	1,98,881,1431,467,20,0
6	None	68	972	281	399	1	1,61,370,434,103,3,0
5	None	49	233	402	763	1	1,43,134,55,0,0
6	None	116	3688	2766	3139	1	1,109,1058,1838,650,32,0
5	None	70	745	1146	1501	1	1,64,347,298,35,0
6	None	81	1524	1262	1617	1	1,74,537,718,188,6,0
6	None	412	23260	8082	8365	1	1,405,5516,11879,5132,327,0
6	None	327	15251	575	603	1	1,320,3938,7776,3049,167,0
6	None	310	12375	4559	4837	1	1,303,3441,6291,2236,103,0
6	None	198	8174	5929	6371	1	1,191,2182,4156,1565,79,0
6	None	334	18720	13007	13506	1	1,327,4449,9579,4109,255,0
5	None	49	230	81	151	1	1,43,135,51,0,0
6	None	180	6240	1171	1278	1	1,173,1805,3139,1074,48,0
6	None	258	12432	8818	9291	1	1,251,3122,6334,2574,150,0
6	None	242	10788	3878	4111	1	1,235,2818,5503,2120,111,0
5	None	38	161	276	593	1	1,32,92,36,0,0
6	None	64	831	747	1084	1	1,57,341,367,65,0,0
6	None	34	192	199	479	1	1,27,97,62,5,0,0
6	None	125	3141	2487	2894	1	1,118,1017,1537,453,15,0
5	None	44	255	84	149	1	1,38,135,76,5,0
5	None	61	444	2	3	1	1,55,233,146,9,0
5	None	33	126	3	7	1	1,27,73,25,0,0
5	None	52	370	597	937	1	1,46,189,124,10,0
6	None	140	4158	3187	3600	1	1,133,1258,2067,671,28,0
6	None	38	209	221	521	1	1,31,108,64,5,0,0
6	None	109	2811	733	860	1	1,102,888,1381,423,16,0
6	None	104	2316	1869	2255	1	1,97,779,1118,311,10,0
6	None	89	1863	1519	1875	1	1,82,640,894,239,7,0
6	None	64	758	701	1041	1	1,57,325,324,51,0,0
5	None	39	193	330	631	1	1,33,110,49,0,0
6	None	96	1875	260	323	1	1,89,671,891,218,5,0
6	None	82	1469	1235	1594	1	1,75,535,689,165,4,0
6	None	34	146	164	453	1	1,27,82,36,0,0,0
5	None	47	309	169	275	1	1,41,164,98,5,0
6	None	94	2340	1832	2191	1	1,87,740,1146,352,14,0
5	None	36	190	312	607	1	1,30,101,55,3,0
5	None	47	346	185	289	1	1,41,175,119,10,0
6	None	84	1744	1409	1769	1	1,77,586,834,237,9,0
6	None	44	466	423	715	1	1,37,192,196,39,1,0
6	None	333	15642	5596	5867	1	1,326,4042,8003,3108,162,0
6	None	154	4021	289	330	1	1,147,1299,1973,581,20,0
6	None	211	5197	707	794	1	1,204,1827,2577,588,0,0
6	None	338	16442	11680	12229	1	1,331,4146,8380,3388,196,0
5	None	198	3479	568	625	1	1,192,1445,1580,259,2
6	None	257	12346	8759	9231	1	1,250,3092,6272,2575,156,0
6	None	379	25634	4329	4457	1	1,372,5521,12989,6264,486,1
6	None	215	9224	6646	7105	1	1,208,2403,4666,1840,106,0
6	None	300	16468	2291	2388	1	1,293,3913,8401,3629,231,0
6	None	30	248	223	479	1	1,23,100,100,23,1,0
6	None	123	3283	2567	2962	1	1,116,1042,1627,483,14,0
6	None	100	2250	903	1093	1	1,93,749,1089,308,10,0
5	None	26	79	138	401	1	1,20,46,12,0,0
6	None	85	1602	1329	1694	1	1,78,568,757,193,5,0
5	None	75	685	1089	1469	1	1,69,339,252,24,0
5	None	73	761	1179	1541	1	1,67,359,300,34,0
5	None	82	825	258	337	1	1,76,396,318,34,0
6	None	82	1578	18	23	1	1,75,546,745,204,7,0
5	None	42	209	119	225	1	1,36,119,53,0,0
6	None	44	390	372	673	1	1,37,176,156,20,0,0
5	None	83	872	1356	1745	1	1,77,414,342,38,0
6	None	98	2223	1778	2155	1	1,91,735,1078,308,10,0
6	None	109	2994	2306	2685	1	1,102,913,1478,480,20,0
6	None	94	2328	913	1091	1	1,87,736,1135,354,15,0
5	None	46	310	8	13	1	1,40,161,101,7,0
5	None	68	723	370	487	1	1,62,335,290,35,0
6	None	99	2596	49	58	1	1,92,799,1275,411,18,0
6	None	84	1892	755	926	1	1,77,621,915,268,10,0
5	None	47	322	18	29	1	1,41,166,106,8,0
6	None	102	2844	2182	2543	1	1,95,860,1406,462,20,0
6	None	132	5142	3712	4101	1	1,125,1332,2568,1048,68,0
6	None	81	1572	1296	1645	1	1,74,551,746,194,6,0
5	None	54	421	226	335	1	1,48,214,146,12,0
6	None	444	26197	18103	18670	1	1,437,6115,13389,5873,382,0
6	None	183	3887	821	945	1	1,176,1447,1873,390,0,0
6	None	204	6910	1303	1422	1	1,197,2020,3469,1172,51,0
6	None	435	24442	2431	2514	1	1,428,5850,12521,5317,325,0
6	None	372	18837	667	694	1	1,365,4744,9667,3852,208,0
6	None	243	6653	5331	5855	1	1,236,2263,3348,805,0,0
6	None	126	2617	1086	1301	1	1,119,933,1251,306,7,0
5	None	110	1287	664	807	1	1,104,607,518,57,0
6	None	295	15848	11056	11543	1	1,288,3788,8066,3480,225,0
5	None	43	194	333	671	1	1,37,111,45,0,0
5	None	24	74	126	379	1	1,18,42,13,0,0
6	None	95	1953	1603	1975	1	1,88,681,936,241,6,0
6	None	89	1470	1277	1648	1	1,82,571,681,135,0,0
6	None	107	2787	29	34	1	1,100,876,1371,423,16,0
6	None	34	175	92	235	1	1,27,90,53,4,0,0
6	None	77	1548	629	800	1	1,70,528,741,202,6,0
6	None	162	5973	2195	2409	1	1,155,1634,3001,1122,60,0
5	None	57	483	762	1103	1	1,51,236,177,18,0
5	None	76	790	1227	1597	1	1,70,375,310,34,0
6	None	128	3657	7	8	1	1,121,1113,1809,588,25,0
6	None	60	746	677	1003	1	1,53,311,326,55,0,0
6	None	82	1215	1075	1447	1	1,75,485,548,105,1,0
6	None	51	590	533	842	1	1,44,242,253,49,1,0
5	None	59	508	804	1145	1	1,53,251,186,17,0
5	None	54	452	102	149	1	1,48,222,165,16,0
6	None	88	1946	1559	1916	1	1,81,645,941,269,9,0
5	None	42	265	429	739	1	1,36,137,85,6,0
6	None	60	936	799	1111	1	1,53,348,428,103,3,0
5	None	60	613	942	1273	1	1,54,284,244,30,0
6	None	120	3826	1437	1625	1	1,113,1103,1909,668,32,0
5	None	45	286	468	785	1	1,39,150,90,6,0
6	None	102	2984	2262	2623	1	1,95,874,1474,514,26,0
6	None	94	2412	1879	2231	1	1,87,754,1184,371,15,0
6	None	56	704	631	948	1	1,49,287,309,57,1,0
6	None	267	10876	568	605	1	1,260,2961,5525,2030,99,0
5	None	227	4410	2134	2309	1	1,221,1779,2051,355,3
6	None	275	9888	1857	1991	1	1,268,2875,4995,1678,71,0
6	None	201	5955	1156	1279	1	1,194,1865,2973,894,28,0
5	None	147	1824	2823	3311	1	1,141,858,741,83,0
6	None	213	7344	5530	6011	1	1,206,2148,3706,1234,49,0
6	None	195	5303	4198	4697	1	1,188,1736,2634,726,18,0
6	None	232	7486	2861	3120	1	1,225,2256,3745,1210,49,0
6	None	370	17980	6403	6684	1	1,363,4575,9179,3656,206,0
5	None	133	2116	3132	3559	1	1,127,896,943,148,1
5	None	36	139	243	551	1	1,30,81,27,0,0
6	None	243	12096	8526	8977	1	1,236,2981,6158,2564,156,0
6	None	383	24968	16969	17477	1	1,376,5534,12742,5901,414,0
5	None	897	23210	10937	11197	1	1,891,9025,11381,1912,0
5	None	1703	62648	28514	28811	1	1,1697,21033,32330,7481,106
5	None	1115	35990	49722	50527	1	1,1109,12642,18259,3932,47
5	None	1600	57529	78717	79595	1	1,1594,19467,29601,6772,94
5	None	1403	47588	65400	66241	1	1,1397,16548,24334,5252,56
5	None	2707	123948	55501	55813	1	1,2701,38196,65405,17305,340
5	None	1869	73687	100056	100945	1	1,1863,24038,38320,9314,151
5	None	916	25115	3923	4013	1	1,910,9405,12416,2364,19
6	None	155	5541	4099	4514	1	1,148,1542,2783,1015,52,0
6	None	45	351	350	657	1	1,38,168,130,14,0,0
5	None	75	784	406	527	1	1,69,371,308,35,0
6	None	48	377	381	695	1	1,41,184,138,13,0,0
5	None	44	251	141	245	1	1,38,141,71,0,0
6	None	87	1731	1426	1783	1	1,80,606,824,214,6,0
6	None	125	3313	2597	2995	1	1,118,1057,1640,483,14,0
5	None	56	478	756	1087	1	1,50,235,175,17,0
5	None	51	339	62	99	1	1,45,180,107,6,0
6	None	106	3074	19	22	1	1,99,906,1517,525,26,0
5	None	50	337	552	881	1	1,44,177,108,7,0
5	None	56	451	720	1057	1	1,50,226,160,14,0
6	None	91	2276	1777	2130	1	1,84,715,1115,347,14,0
5	None	54	421	675	1007	1	1,48,213,147,12,0
6	None	265	10294	3803	4060	1	1,258,2886,5237,1834,78,0
6	None	352	17251	1532	1601	1	1,345,4367,8821,3522,195,0
6	None	371	18654	2642	2753	1	1,364,4682,9544,3846,217,0
6	None	396	19993	14157	14734	1	1,389,5016,10227,4125,235,0
6	None	422	25280	8698	8981	1	1,415,5801,12873,5794,396,0
5	None	75	430	50	79	1	1,69,250,110,0,0
6	None	50	516	471	793	1	1,43,214,214,43,1,0
6	None	285	15708	10906	11383	1	1,278,3702,7994,3502,231,0
6	None	22	72	76	315	1	1,15,38,18,0,0,0
5	None	34	143	82	179	1	1,28,82,32,0,0
5	None	30	107	183	467	1	1,24,61,21,0,0
6	None	36	231	79	172	1	1,29,115,79,7,0,0
6	None	76	1101	981	1333	1	1,69,446,496,89,0,0
5	None	89	965	1497	1897	1	1,83,455,382,44,0
6	None	63	756	692	1033	1	1,56,319,326,54,0,0
5	None	49	331	180	289	1	1,43,172,107,8,0
6	None	72	942	851	1210	1	1,65,388,413,75,0,0
5	None	26	88	50	137	1	1,20,50,17,0,0
6	None	93	2300	1805	2158	1	1,86,729,1123,347,14,0
5	None	46	324	522	835	1	1,40,165,109,9,0
6	None	66	822	149	219	1	1,59,340,356,65,1,0
6	None	129	4234	792	889	1	1,122,1209,2115,750,37,0
6	None	58	712	643	968	1	1,51,293,309,57,1,0
6	None	77	1624	217	274	1	1,70,537,779,228,9,0
5	None	58	581	298	407	1	1,52,270,230,28,0
5	None	49	390	621	931	1	1,43,194,139,13,0
5	None	35	200	327	607	1	1,29,105,61,4,0
6	None	256	7552	659	719	1	1,249,2436,3780,1059,27,0
6	None	427	24273	16865	17432	1	1,420,5760,12409,5345,338,0
6	None	447	24790	17297	17893	1	1,440,5969,12696,5359,325,0
6	None	283	11392	8359	8893	1	1,276,3128,5782,2103,102,0
6	None	262	7519	2987	3254	1	1,255,2522,3811,930,0,0
6	None	208	5621	4487	4985	1	1,201,1896,2828,695,0,0
10	None	None	73860	25469	27536	1	1,81,1914,12738,28708,23380,6535,499,4,0,0
10	None	None	118110	125569	132490	1	1,125,3254,21758,47248,35986,9127,607,4,0,0
10	None	None	682020	376282	381199	1	1,208,8215,77596,233739,252279,97632,12014,335,1,0
10	None	None	85920	15375	16511	1	1,105,2460,15756,33898,26242,6949,505,4,0,0
5	None	None	44	21	97	1	1,11,20,11,1,0
7	None	None	15	80	1449	1	1,6,8,0,0,0,0,0
8	None	None	8	0	1	1	1,7,0,0,0,0,0,0,0
8	None	None	52	435	3493	1	1,11,29,11,0,0,0,0,0
5	None	None	40	57	277	1	1,10,18,10,1,0
4	None	None	24	2	9	1	1,9,12,2,0
4	None	None	42	11	35	1	1,13,22,6,0
4	None	None	47	25	76	1	1,15,25,6,0
4	None	None	48	25	79	1	1,16,25,6,0
4	None	None	72	20	53	1	1,25,40,6,0
4	None	None	150	29	51	1	1,32,84,32,1
4	None	None	237	47	72	1	1,47,138,50,1
7	None	None	204	808	2401	1	1,16,73,86,26,2,0,0
7	None	None	321	1273	2977	1	1,22,115,140,41,2,0,0
7	None	None	678	92	167	1	1,24,162,304,162,24,1,0
7	None	None	468	1774	3625	1	1,28,157,209,68,5,0,0
7	None	None	468	607	1259	1	1,31,162,202,67,5,0,0
7	None	None	1530	4622	6521	1	1,40,346,710,384,48,1,0
7	None	None	2013	5782	7849	1	1,46,409,914,554,86,3,0
7	None	None	804	3058	5329	1	1,46,271,362,116,8,0,0
7	None	None	1728	5353	7393	1	1,48,411,808,411,48,1,0
7	None	None	948	3655	5809	1	1,49,328,440,125,5,0,0
7	None	None	1056	4085	6881	1	1,65,362,462,155,11,0,0
7	None	None	1578	6067	8641	1	1,76,544,740,209,8,0,0
7	None	None	648	1997	3665	1	1,22,151,290,159,24,1,0
4	None	None	227	134	209	1	1,45,131,49,1
4	None	None	330	7	10	1	1,58,187,81,3
7	None	None	174	689	2225	1	1,14,62,72,23,2,0,0
7	None	None	320	1273	2917	1	1,21,115,140,41,2,0,0
7	None	None	844	3191	5153	1	1,41,284,396,117,5,0,0
7	None	None	947	3655	5749	1	1,48,328,440,125,5,0,0
7	None	None	1474	5603	7985	1	1,68,500,696,201,8,0,0
7	None	None	1120	608	983	1	1,62,377,507,162,11,0,0
7	None	None	1211	4660	7453	1	1,69,415,545,170,11,0,0
7	None	None	1456	1108	1717	1	1,80,491,660,210,14,0,0
7	None	None	448	1688	3473	1	1,26,149,201,66,5,0,0
7	None	None	1140	334	541	1	1,64,385,515,164,11,0,0
4	None	None	48	13	40	1	1,17,26,4,0
7	None	None	203	808	2341	1	1,15,73,86,26,2,0,0
7	None	None	1951	1848	2515	1	1,43,387,883,548,86,3,0
7	None	None	784	2972	5177	1	1,44,263,354,114,8,0,0
7	None	None	762	2953	5329	1	1,48,262,332,111,8,0,0
4	None	None	242	24	37	1	1,49,141,50,1
7	None	None	539	2092	4045	1	1,33,187,239,74,5,0,0
4	None	None	195	116	185	1	1,40,113,40,1
7	None	None	540	2092	4105	1	1,34,187,239,74,5,0,0
7	None	None	1577	6067	8581	1	1,75,544,740,209,8,0,0
7	None	None	875	3376	5749	1	1,51,301,392,122,8,0,0
7	None	None	876	3376	5809	1	1,52,301,392,122,8,0,0
6	None	None	83	255	184	3	1,7,15,15,15,15,15
6	None	None	44	45	239	1	1,8,22,12,1,0,0
7	None	None	158	616	2081	1	1,12,55,66,22,2,0,0
7	None	None	209	803	2297	1	1,14,71,90,31,2,0,0
7	None	None	69	380	1993	1	1,14,38,16,0,0,0,0
6	None	None	87	97	337	1	1,17,48,20,1,0,0
7	None	None	349	1212	2825	1	1,18,102,158,64,6,0,0
7	None	None	375	453	995	1	1,20,117,170,63,4,0,0
5	None	None	12	15	199	1	1,5,5,1,0,0
6	None	None	49	51	259	1	1,10,25,12,1,0,0
7	None	None	314	338	131	4	1,12,41,52,52,52,52,52
5	None	None	81	44	123	1	1,16,43,20,1,0
7	None	None	155	669	2185	1	1,14,63,64,13,0,0,0
7	None	None	101	553	2161	1	1,16,55,28,1,0,0,0
6	None	None	151	47	128	1	1,18,66,57,9,0,0
6	None	None	177	166	405	1	1,19,77,68,12,0,0
6	None	None	54	55	262	1	1,10,27,15,1,0,0
7	None	None	178	702	2233	1	1,14,63,74,24,2,0,0
6	None	None	142	131	371	1	1,17,61,54,9,0,0
7	None	None	116	620	2253	1	1,17,62,36,0,0,0,0
7	None	None	181	809	2457	1	1,18,77,72,13,0,0,0
7	None	None	55	280	1697	1	1,9,28,17,0,0,0,0
6	None	None	59	63	281	1	1,12,31,14,1,0,0
