g6	n	m	Q	bip	dist	phi	tf	mtf
NFz_Ww[?wB?[wFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_Ww[?wF?KwFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_Ww[?gF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_Ww[?wD?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_Ww[?wF?SwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_Ww[?oF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_Ww[?wE?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_Ww[?wF?WwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_Ww[?wF?[wBwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_Ww[?wF?[wFwB[B_	15	43	15	8	2	000111222333444	1	0
NFz_Ww[?wF?[wFwF[@_	15	43	15	8	2	000111222333444	1	0
NFz_Ww[?wF?[wDwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_Ww[?wF?[wFwD[B_	15	43	15	8	2	000111222333444	1	0
NFz_Ww[?wF?[wFwF[A_	15	43	15	8	2	000111222333444	1	0
NFz_Ww[?wF?[wEwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_Ww[?wF?[wFwE[B_	15	43	15	8	2	000111222333444	1	0
NFz_Ww[?wF?[wFwF[B?	15	43	15	8	2	000111222333444	1	0
NFz_wWK?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_gW[?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wG[?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wWS?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_oW[?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wO[?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wWW?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wW[?WF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wW[?wB?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wW[?wF?KwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wW[?gF?[wFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wW[?wD?[wFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wW[?wF?SwFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wW[?oF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wW[?wE?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wW[?wF?WwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wW[?wF?[wBwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wW[?wF?[wFwB[B_	15	43	15	8	2	000111222333444	1	0
NFz_wW[?wF?[wFwF[@_	15	43	15	8	2	000111222333444	1	0
NFz_wW[?wF?[wDwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wW[?wF?[wFwD[B_	15	43	15	8	2	000111222333444	1	0
NFz_wW[?wF?[wFwF[A_	15	43	15	8	2	000111222333444	1	0
NFz_wW[?wF?[wEwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wW[?wF?[wFwE[B_	15	43	15	8	2	000111222333444	1	0
NFz_wW[?wF?[wFwF[B?	15	43	15	8	2	000111222333444	1	0
NFz_gwK?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wgK?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wwC?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_owK?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_woK?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wwG?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wwK?WF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wwK?wB?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wwK?wF?KwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wwK?gF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wwK?wD?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wwK?wF?SwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wwK?oF?[wFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwK?wE?[wFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwK?wF?WwFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwK?wF?[wBwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwK?wF?[wFwB[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwK?wF?[wFwF[@_	15	43	15	8	2	000111222333444	1	0
NFz_wwK?wF?[wDwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwK?wF?[wFwD[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwK?wF?[wFwF[A_	15	43	15	8	2	000111222333444	1	0
NFz_wwK?wF?[wEwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwK?wF?[wFwE[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwK?wF?[wFwF[B?	15	43	15	8	2	000111222333444	1	0
NFz_gg[?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_gwS?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz__w[?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_go[?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_gwW?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_gw[?WF?[wFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_gw[?wB?[wFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_gw[?wF?KwFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_gw[?gF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_gw[?wD?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_gw[?wF?SwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_gw[?oF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_gw[?wE?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_gw[?wF?WwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_gw[?wF?[wBwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_gw[?wF?[wFwB[B_	15	43	15	8	2	000111222333444	1	0
NFz_gw[?wF?[wFwF[@_	15	43	15	8	2	000111222333444	1	0
NFz_gw[?wF?[wDwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_gw[?wF?[wFwD[B_	15	43	15	8	2	000111222333444	1	0
NFz_gw[?wF?[wFwF[A_	15	43	15	8	2	000111222333444	1	0
NFz_gw[?wF?[wEwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_gw[?wF?[wFwE[B_	15	43	15	8	2	000111222333444	1	0
NFz_gw[?wF?[wFwF[B?	15	43	15	8	2	000111222333444	1	0
NFz_wgS?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_og[?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_w_[?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wgW?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wg[?WF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wg[?wB?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wg[?wF?KwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wg[?gF?[wFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wg[?wD?[wFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wg[?wF?SwFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wg[?oF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wg[?wE?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wg[?wF?WwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wg[?wF?[wBwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wg[?wF?[wFwB[B_	15	43	15	8	2	000111222333444	1	0
NFz_wg[?wF?[wFwF[@_	15	43	15	8	2	000111222333444	1	0
NFz_wg[?wF?[wDwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wg[?wF?[wFwD[B_	15	43	15	8	2	000111222333444	1	0
NFz_wg[?wF?[wFwF[A_	15	43	15	8	2	000111222333444	1	0
NFz_wg[?wF?[wEwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wg[?wF?[wFwE[B_	15	43	15	8	2	000111222333444	1	0
NFz_wg[?wF?[wFwF[B?	15	43	15	8	2	000111222333444	1	0
NFz_owS?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_woS?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wwO?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wwS?WF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wwS?wB?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wwS?wF?KwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wwS?gF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wwS?wD?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wwS?wF?SwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wwS?oF?[wFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwS?wE?[wFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwS?wF?WwFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwS?wF?[wBwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwS?wF?[wFwB[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwS?wF?[wFwF[@_	15	43	15	8	2	000111222333444	1	0
NFz_wwS?wF?[wDwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwS?wF?[wFwD[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwS?wF?[wFwF[A_	15	43	15	8	2	000111222333444	1	0
NFz_wwS?wF?[wEwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwS?wF?[wFwE[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwS?wF?[wFwF[B?	15	43	15	8	2	000111222333444	1	0
NFz_oo[?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_owW?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ow[?WF?[wFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ow[?wB?[wFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ow[?wF?KwFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ow[?gF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ow[?wD?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ow[?wF?SwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ow[?oF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ow[?wE?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ow[?wF?WwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ow[?wF?[wBwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ow[?wF?[wFwB[B_	15	43	15	8	2	000111222333444	1	0
NFz_ow[?wF?[wFwF[@_	15	43	15	8	2	000111222333444	1	0
NFz_ow[?wF?[wDwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ow[?wF?[wFwD[B_	15	43	15	8	2	000111222333444	1	0
NFz_ow[?wF?[wFwF[A_	15	43	15	8	2	000111222333444	1	0
NFz_ow[?wF?[wEwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ow[?wF?[wFwE[B_	15	43	15	8	2	000111222333444	1	0
NFz_ow[?wF?[wFwF[B?	15	43	15	8	2	000111222333444	1	0
NFz_woW?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wo[?WF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wo[?wB?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wo[?wF?KwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wo[?gF?[wFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wo[?wD?[wFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wo[?wF?SwFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wo[?oF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wo[?wE?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wo[?wF?WwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wo[?wF?[wBwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wo[?wF?[wFwB[B_	15	43	15	8	2	000111222333444	1	0
NFz_wo[?wF?[wFwF[@_	15	43	15	8	2	000111222333444	1	0
NFz_wo[?wF?[wDwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wo[?wF?[wFwD[B_	15	43	15	8	2	000111222333444	1	0
NFz_wo[?wF?[wFwF[A_	15	43	15	8	2	000111222333444	1	0
NFz_wo[?wF?[wEwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wo[?wF?[wFwE[B_	15	43	15	8	2	000111222333444	1	0
NFz_wo[?wF?[wFwF[B?	15	43	15	8	2	000111222333444	1	0
NFz_wwW?WF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wwW?wB?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wwW?wF?KwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wwW?gF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wwW?wD?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wwW?wF?SwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_wwW?oF?[wFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwW?wE?[wFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwW?wF?WwFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwW?wF?[wBwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwW?wF?[wFwB[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwW?wF?[wFwF[@_	15	43	15	8	2	000111222333444	1	0
NFz_wwW?wF?[wDwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwW?wF?[wFwD[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwW?wF?[wFwF[A_	15	43	15	8	2	000111222333444	1	0
NFz_wwW?wF?[wEwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwW?wF?[wFwE[B_	15	43	15	8	2	000111222333444	1	0
NFz_wwW?wF?[wFwF[B?	15	43	15	8	2	000111222333444	1	0
NFz_ww[?WB?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?WF?KwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?GF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?WD?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?WF?SwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?OF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?WE?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?WF?WwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?WF?[wBwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?WF?[wFwB[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?WF?[wFwF[@_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?WF?[wDwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?WF?[wFwD[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?WF?[wFwF[A_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?WF?[wEwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?WF?[wFwE[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?WF?[wFwF[B?	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wB?KwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?gB?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?w@?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wB?SwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?oB?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wA?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wB?WwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wB?[wBwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wB?[wFwB[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wB?[wFwF[@_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wB?[wDwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wB?[wFwD[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wB?[wFwF[A_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wB?[wEwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wB?[wFwE[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wB?[wFwF[B?	15	43	15	7	2	000111222333444	1	0
NFz_ww[?gF?KwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wD?KwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?CwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?oF?KwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wE?KwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?GwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?KwBwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?KwFwB[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?KwFwF[@_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?KwDwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?KwFwD[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?KwFwF[A_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?KwEwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?KwFwE[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?KwFwF[B?	15	43	15	8	2	000111222333444	1	0
NFz_ww[?gD?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?gF?SwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?_F?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?gE?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?gF?WwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?gF?[wBwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?gF?[wFwB[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?gF?[wFwF[@_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?gF?[wDwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?gF?[wFwD[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?gF?[wFwF[A_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?gF?[wEwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?gF?[wFwE[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?gF?[wFwF[B?	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wD?SwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?oD?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wC?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wD?WwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wD?[wBwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wD?[wFwB[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wD?[wFwF[@_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wD?[wDwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wD?[wFwD[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wD?[wFwF[A_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wD?[wEwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wD?[wFwE[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wD?[wFwF[B?	15	43	15	7	2	000111222333444	1	0
NFz_ww[?oF?SwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wE?SwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?OwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?SwBwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?SwFwB[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?SwFwF[@_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?SwDwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?SwFwD[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?SwFwF[A_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?SwEwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?SwFwE[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?SwFwF[B?	15	43	15	8	2	000111222333444	1	0
NFz_ww[?oE?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?oF?WwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?oF?[wBwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?oF?[wFwB[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?oF?[wFwF[@_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?oF?[wDwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?oF?[wFwD[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?oF?[wFwF[A_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?oF?[wEwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?oF?[wFwE[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?oF?[wFwF[B?	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wE?WwFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wE?[wBwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wE?[wFwB[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wE?[wFwF[@_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wE?[wDwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wE?[wFwD[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wE?[wFwF[A_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wE?[wEwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wE?[wFwE[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wE?[wFwF[B?	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?WwBwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?WwFwB[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?WwFwF[@_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?WwDwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?WwFwD[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?WwFwF[A_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?WwEwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?WwFwE[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?WwFwF[B?	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?[wBwB[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wBwF[@_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[w@wF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wBwD[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wBwF[A_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wAwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wBwE[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wBwF[B?	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wFwB[@_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wDwB[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wFw@[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wFwB[A_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wEwB[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wFwA[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wFwB[B?	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wDwF[@_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wFwD[@_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wFwF[?_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wEwF[@_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wFwE[@_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wFwF[@?	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wDwD[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wDwF[A_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wCwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wDwE[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wDwF[B?	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wFwD[A_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wEwD[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wFwC[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wFwD[B?	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wEwF[A_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wFwE[A_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wFwF[A?	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wEwE[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wEwF[B?	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wFwE[B?	15	43	15	7	2	000111222333444	1	0
