g6	n	m	Q	bip	dist	phi	tf	mtf
NFj_wwK?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFj_gw[?wF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFj_wg[?wF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFj_wwS?wF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFj_ow[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFj_wo[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFj_wwW?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFj_ww[?WF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFj_ww[?wB?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFj_ww[?wF?KwFwF[B_	15	43	15	8	2	333444000111222	1	0
NFj_ww[?gF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFj_ww[?wD?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFj_ww[?wF?SwFwF[B_	15	43	15	8	2	333444000111222	1	0
NFj_ww[?oF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFj_ww[?wE?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFj_ww[?wF?WwFwF[B_	15	43	15	8	2	333444000111222	1	0
NFj_ww[?wF?[wBwF[B_	15	43	15	8	2	222111000444333	1	0
NFj_ww[?wF?[wFwB[B_	15	43	15	8	2	222111000444333	1	0
NFj_ww[?wF?[wFwF[@_	15	43	15	8	2	222111000444333	1	0
NFj_ww[?wF?[wDwF[B_	15	43	15	8	2	222111000444333	1	0
NFj_ww[?wF?[wFwD[B_	15	43	15	8	2	222111000444333	1	0
NFj_ww[?wF?[wFwF[A_	15	43	15	8	2	222111000444333	1	0
NFj_ww[?wF?[wEwF[B_	15	43	15	8	2	222111000444333	1	0
NFj_ww[?wF?[wFwE[B_	15	43	15	8	2	222111000444333	1	0
NFj_ww[?wF?[wFwF[B?	15	43	15	8	2	222111000444333	1	0
NFy_ww[?wF?[gFwF[B_	15	43	15	8	2	333444000111222	1	0
NFy_ww[?wF?[wFgF[B_	15	43	15	8	2	333444000111222	1	0
NFy_ww[?wF?[wFwFSB_	15	43	15	8	2	333444000111222	1	0
NEy_ww[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFq_ww[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFy?ww[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFy_ww[?wF?[oFwF[B_	15	43	15	7	2	333444000111222	1	0
NFy_ww[?wF?[wFoF[B_	15	43	15	7	2	333444000111222	1	0
NFy_ww[?wF?[wFwFWB_	15	43	15	7	2	333444000111222	1	0
NFy_Ww[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFy_wW[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFy_wwK?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFy_gw[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFy_wg[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFy_wwS?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFy_ow[?wF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFy_wo[?wF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFy_wwW?wF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFy_ww[?WF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFy_ww[?wB?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFy_ww[?wF?KwFwF[B_	15	43	15	8	2	333444000111222	1	0
NFy_ww[?gF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFy_ww[?wD?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFy_ww[?wF?SwFwF[B_	15	43	15	8	2	333444000111222	1	0
NFy_ww[?oF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFy_ww[?wE?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFy_ww[?wF?WwFwF[B_	15	43	15	8	2	333444000111222	1	0
NFy_ww[?wF?[wBwF[B_	15	43	15	8	2	222111000444333	1	0
NFy_ww[?wF?[wFwB[B_	15	43	15	8	2	222111000444333	1	0
NFy_ww[?wF?[wFwF[@_	15	43	15	8	2	222111000444333	1	0
NFy_ww[?wF?[wDwF[B_	15	43	15	8	2	222111000444333	1	0
NFy_ww[?wF?[wFwD[B_	15	43	15	8	2	222111000444333	1	0
NFy_ww[?wF?[wFwF[A_	15	43	15	8	2	222111000444333	1	0
NFy_ww[?wF?[wEwF[B_	15	43	15	8	2	222111000444333	1	0
NFy_ww[?wF?[wFwE[B_	15	43	15	8	2	222111000444333	1	0
NFy_ww[?wF?[wFwF[B?	15	43	15	8	2	222111000444333	1	0
NFz_ww[?wF?[gFgF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[gFwFSB_	15	43	15	7	2	000111222333444	1	0
NEz_ww[?wF?[gFwF[B_	15	43	15	7	2	333444000111222	1	0
NFr_ww[?wF?[gFwF[B_	15	43	15	7	2	333444000111222	1	0
NFz?ww[?wF?[gFwF[B_	15	43	15	7	2	333444000111222	1	0
NFz_ww[?wF?[_FwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[gFoF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[gFwFWB_	15	43	15	7	2	000111222333444	1	0
NFz_Ww[?wF?[gFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wW[?wF?[gFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wwK?wF?[gFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz_gw[?wF?[gFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wg[?wF?[gFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wwS?wF?[gFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz_ow[?wF?[gFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wo[?wF?[gFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wwW?wF?[gFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz_ww[?WF?[gFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wB?[gFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?KgFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?gF?[gFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wD?[gFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?SgFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?oF?[gFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wE?[gFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?WgFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?[gBwF[B_	15	43	15	8	2	222111000444333	1	0
NFz_ww[?wF?[gFwB[B_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[gFwF[@_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[gDwF[B_	15	43	15	8	2	222111000444333	1	0
NFz_ww[?wF?[gFwD[B_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[gFwF[A_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[gEwF[B_	15	43	15	8	2	222111000444333	1	0
NFz_ww[?wF?[gFwE[B_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[gFwF[B?	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wFgFSB_	15	43	15	7	2	000111222333444	1	0
NEz_ww[?wF?[wFgF[B_	15	43	15	7	2	333444000111222	1	0
NFr_ww[?wF?[wFgF[B_	15	43	15	7	2	333444000111222	1	0
NFz?ww[?wF?[wFgF[B_	15	43	15	7	2	333444000111222	1	0
NFz_ww[?wF?[oFgF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wF_F[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wFgFWB_	15	43	15	7	2	000111222333444	1	0
NFz_Ww[?wF?[wFgF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wW[?wF?[wFgF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wwK?wF?[wFgF[B_	15	43	15	8	2	333444000111222	1	0
NFz_gw[?wF?[wFgF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wg[?wF?[wFgF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wwS?wF?[wFgF[B_	15	43	15	8	2	333444000111222	1	0
NFz_ow[?wF?[wFgF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wo[?wF?[wFgF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wwW?wF?[wFgF[B_	15	43	15	8	2	333444000111222	1	0
NFz_ww[?WF?[wFgF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wB?[wFgF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?KwFgF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?gF?[wFgF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wD?[wFgF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?SwFgF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?oF?[wFgF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wE?[wFgF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?WwFgF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?[wBgF[B_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wFgB[B_	15	43	15	8	2	222111000444333	1	0
NFz_ww[?wF?[wFgF[@_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wDgF[B_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wFgD[B_	15	43	15	8	2	222111000444333	1	0
NFz_ww[?wF?[wFgF[A_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wEgF[B_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wFgE[B_	15	43	15	8	2	222111000444333	1	0
NFz_ww[?wF?[wFgF[B?	15	43	15	7	2	222111000444333	1	0
NEz_ww[?wF?[wFwFSB_	15	43	15	7	2	333444000111222	1	0
NFr_ww[?wF?[wFwFSB_	15	43	15	7	2	333444000111222	1	0
NFz?ww[?wF?[wFwFSB_	15	43	15	7	2	333444000111222	1	0
NFz_ww[?wF?[oFwFSB_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wFoFSB_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[wFwFOB_	15	43	15	7	2	000111222333444	1	0
NFz_Ww[?wF?[wFwFSB_	15	43	15	8	2	333444000111222	1	0
NFz_wW[?wF?[wFwFSB_	15	43	15	8	2	333444000111222	1	0
NFz_wwK?wF?[wFwFSB_	15	43	15	8	2	333444000111222	1	0
NFz_gw[?wF?[wFwFSB_	15	43	15	8	2	333444000111222	1	0
NFz_wg[?wF?[wFwFSB_	15	43	15	8	2	333444000111222	1	0
NFz_wwS?wF?[wFwFSB_	15	43	15	8	2	333444000111222	1	0
NFz_ow[?wF?[wFwFSB_	15	43	15	8	2	333444000111222	1	0
NFz_wo[?wF?[wFwFSB_	15	43	15	8	2	333444000111222	1	0
NFz_wwW?wF?[wFwFSB_	15	43	15	8	2	333444000111222	1	0
NFz_ww[?WF?[wFwFSB_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wB?[wFwFSB_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?KwFwFSB_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?gF?[wFwFSB_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wD?[wFwFSB_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?SwFwFSB_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?oF?[wFwFSB_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wE?[wFwFSB_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?WwFwFSB_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?[wBwFSB_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wFwBSB_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wFwFS@_	15	43	15	8	2	222111000444333	1	0
NFz_ww[?wF?[wDwFSB_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wFwDSB_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wFwFSA_	15	43	15	8	2	222111000444333	1	0
NFz_ww[?wF?[wEwFSB_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wFwESB_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wFwFSB?	15	43	15	8	2	222111000444333	1	0
NEr_ww[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NEz?ww[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NEz_ww[?wF?[oFwF[B_	15	43	15	8	2	333444000111222	1	0
NEz_ww[?wF?[wFoF[B_	15	43	15	8	2	333444000111222	1	0
NEz_ww[?wF?[wFwFWB_	15	43	15	8	2	333444000111222	1	0
NEz_Ww[?wF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NEz_wW[?wF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NEz_wwK?wF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NEz_gw[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NEz_wg[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NEz_wwS?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NEz_ow[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NEz_wo[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NEz_wwW?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NEz_ww[?WF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NEz_ww[?wB?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NEz_ww[?wF?KwFwF[B_	15	43	15	8	2	333444000111222	1	0
NEz_ww[?gF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NEz_ww[?wD?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NEz_ww[?wF?SwFwF[B_	15	43	15	8	2	333444000111222	1	0
NEz_ww[?oF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NEz_ww[?wE?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NEz_ww[?wF?WwFwF[B_	15	43	15	8	2	333444000111222	1	0
NEz_ww[?wF?[wBwF[B_	15	43	15	8	2	222111000444333	1	0
NEz_ww[?wF?[wFwB[B_	15	43	15	8	2	222111000444333	1	0
NEz_ww[?wF?[wFwF[@_	15	43	15	8	2	222111000444333	1	0
NEz_ww[?wF?[wDwF[B_	15	43	15	8	2	222111000444333	1	0
NEz_ww[?wF?[wFwD[B_	15	43	15	8	2	222111000444333	1	0
NEz_ww[?wF?[wFwF[A_	15	43	15	8	2	222111000444333	1	0
NEz_ww[?wF?[wEwF[B_	15	43	15	8	2	222111000444333	1	0
NEz_ww[?wF?[wFwE[B_	15	43	15	8	2	222111000444333	1	0
NEz_ww[?wF?[wFwF[B?	15	43	15	8	2	222111000444333	1	0
NFr?ww[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFr_ww[?wF?[oFwF[B_	15	43	15	8	2	333444000111222	1	0
NFr_ww[?wF?[wFoF[B_	15	43	15	8	2	333444000111222	1	0
NFr_ww[?wF?[wFwFWB_	15	43	15	8	2	333444000111222	1	0
NFr_Ww[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFr_wW[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFr_wwK?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFr_gw[?wF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFr_wg[?wF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFr_wwS?wF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFr_ow[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFr_wo[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFr_wwW?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFr_ww[?WF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFr_ww[?wB?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFr_ww[?wF?KwFwF[B_	15	43	15	8	2	333444000111222	1	0
NFr_ww[?gF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFr_ww[?wD?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFr_ww[?wF?SwFwF[B_	15	43	15	8	2	333444000111222	1	0
NFr_ww[?oF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFr_ww[?wE?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFr_ww[?wF?WwFwF[B_	15	43	15	8	2	333444000111222	1	0
NFr_ww[?wF?[wBwF[B_	15	43	15	8	2	222111000444333	1	0
NFr_ww[?wF?[wFwB[B_	15	43	15	8	2	222111000444333	1	0
NFr_ww[?wF?[wFwF[@_	15	43	15	8	2	222111000444333	1	0
NFr_ww[?wF?[wDwF[B_	15	43	15	8	2	222111000444333	1	0
NFr_ww[?wF?[wFwD[B_	15	43	15	8	2	222111000444333	1	0
NFr_ww[?wF?[wFwF[A_	15	43	15	8	2	222111000444333	1	0
NFr_ww[?wF?[wEwF[B_	15	43	15	8	2	222111000444333	1	0
NFr_ww[?wF?[wFwE[B_	15	43	15	8	2	222111000444333	1	0
NFr_ww[?wF?[wFwF[B?	15	43	15	8	2	222111000444333	1	0
NFz?ww[?wF?[oFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz?ww[?wF?[wFoF[B_	15	43	15	8	2	333444000111222	1	0
NFz?ww[?wF?[wFwFWB_	15	43	15	8	2	333444000111222	1	0
NFz?Ww[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFz?wW[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFz?wwK?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFz?gw[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFz?wg[?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFz?wwS?wF?[wFwF[B_	15	43	15	7	2	333444000111222	1	0
NFz?ow[?wF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz?wo[?wF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz?wwW?wF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz?ww[?WF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz?ww[?wB?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz?ww[?wF?KwFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz?ww[?gF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz?ww[?wD?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz?ww[?wF?SwFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz?ww[?oF?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz?ww[?wE?[wFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz?ww[?wF?WwFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz?ww[?wF?[wBwF[B_	15	43	15	8	2	222111000444333	1	0
NFz?ww[?wF?[wFwB[B_	15	43	15	8	2	222111000444333	1	0
NFz?ww[?wF?[wFwF[@_	15	43	15	8	2	222111000444333	1	0
NFz?ww[?wF?[wDwF[B_	15	43	15	8	2	222111000444333	1	0
NFz?ww[?wF?[wFwD[B_	15	43	15	8	2	222111000444333	1	0
NFz?ww[?wF?[wFwF[A_	15	43	15	8	2	222111000444333	1	0
NFz?ww[?wF?[wEwF[B_	15	43	15	8	2	222111000444333	1	0
NFz?ww[?wF?[wFwE[B_	15	43	15	8	2	222111000444333	1	0
NFz?ww[?wF?[wFwF[B?	15	43	15	8	2	222111000444333	1	0
NFz_ww[?wF?[oFoF[B_	15	43	15	7	2	000111222333444	1	0
NFz_ww[?wF?[oFwFWB_	15	43	15	7	2	000111222333444	1	0
NFz_Ww[?wF?[oFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wW[?wF?[oFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wwK?wF?[oFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz_gw[?wF?[oFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wg[?wF?[oFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wwS?wF?[oFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz_ow[?wF?[oFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wo[?wF?[oFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wwW?wF?[oFwF[B_	15	43	15	8	2	333444000111222	1	0
NFz_ww[?WF?[oFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wB?[oFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?KoFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?gF?[oFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wD?[oFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?SoFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?oF?[oFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wE?[oFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?WoFwF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?[oBwF[B_	15	43	15	8	2	222111000444333	1	0
NFz_ww[?wF?[oFwB[B_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[oFwF[@_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[oDwF[B_	15	43	15	8	2	222111000444333	1	0
NFz_ww[?wF?[oFwD[B_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[oFwF[A_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[oEwF[B_	15	43	15	8	2	222111000444333	1	0
NFz_ww[?wF?[oFwE[B_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[oFwF[B?	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wFoFWB_	15	43	15	7	2	000111222333444	1	0
NFz_Ww[?wF?[wFoF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wW[?wF?[wFoF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wwK?wF?[wFoF[B_	15	43	15	8	2	333444000111222	1	0
NFz_gw[?wF?[wFoF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wg[?wF?[wFoF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wwS?wF?[wFoF[B_	15	43	15	8	2	333444000111222	1	0
NFz_ow[?wF?[wFoF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wo[?wF?[wFoF[B_	15	43	15	8	2	333444000111222	1	0
NFz_wwW?wF?[wFoF[B_	15	43	15	8	2	333444000111222	1	0
NFz_ww[?WF?[wFoF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wB?[wFoF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?KwFoF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?gF?[wFoF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wD?[wFoF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?SwFoF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?oF?[wFoF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wE?[wFoF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?WwFoF[B_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?[wBoF[B_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wFoB[B_	15	43	15	8	2	222111000444333	1	0
NFz_ww[?wF?[wFoF[@_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wDoF[B_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wFoD[B_	15	43	15	8	2	222111000444333	1	0
NFz_ww[?wF?[wFoF[A_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wEoF[B_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wFoE[B_	15	43	15	8	2	222111000444333	1	0
NFz_ww[?wF?[wFoF[B?	15	43	15	7	2	222111000444333	1	0
NFz_Ww[?wF?[wFwFWB_	15	43	15	8	2	333444000111222	1	0
NFz_wW[?wF?[wFwFWB_	15	43	15	8	2	333444000111222	1	0
NFz_wwK?wF?[wFwFWB_	15	43	15	8	2	333444000111222	1	0
NFz_gw[?wF?[wFwFWB_	15	43	15	8	2	333444000111222	1	0
NFz_wg[?wF?[wFwFWB_	15	43	15	8	2	333444000111222	1	0
NFz_wwS?wF?[wFwFWB_	15	43	15	8	2	333444000111222	1	0
NFz_ow[?wF?[wFwFWB_	15	43	15	8	2	333444000111222	1	0
NFz_wo[?wF?[wFwFWB_	15	43	15	8	2	333444000111222	1	0
NFz_wwW?wF?[wFwFWB_	15	43	15	8	2	333444000111222	1	0
NFz_ww[?WF?[wFwFWB_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wB?[wFwFWB_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?KwFwFWB_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?gF?[wFwFWB_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wD?[wFwFWB_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?SwFwFWB_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?oF?[wFwFWB_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wE?[wFwFWB_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?WwFwFWB_	15	43	15	8	2	000111222333444	1	0
NFz_ww[?wF?[wBwFWB_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wFwBWB_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wFwFW@_	15	43	15	8	2	222111000444333	1	0
NFz_ww[?wF?[wDwFWB_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wFwDWB_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wFwFWA_	15	43	15	8	2	222111000444333	1	0
NFz_ww[?wF?[wEwFWB_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wFwEWB_	15	43	15	7	2	222111000444333	1	0
NFz_ww[?wF?[wFwFWB?	15	43	15	8	2	222111000444333	1	0
NFz_WW[?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_WwK?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_Gw[?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_Wg[?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_WwS?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_Ow[?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_Wo[?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_WwW?wF?[wFwF[B_	15	43	15	7	2	000111222333444	1	0
NFz_Ww[?WF?[wFwF[B_	15	43	15	8	2	000111222333444	1	0
